School,City,State,Conference,Division,AdmissionRate,SAT,Cost,Longitude,Latitude
City College of New York,New York,New York,City University of New York Athletic Conference,D3,,,,,
"Claremont McKenna College, Harvey Mudd College, and Scripps College",Claremont,California,Southern California Intercollegiate Athletic Conference,D3,,,,,
Clark University,Worcester,Massachusetts,New England Women's and Men's Athletic Conference,D3,0.4713,1271.0,58153.0,-71.823356,42.249987
Clarks Summit University,Clarks Summit,Pennsylvania,Colonial States Athletic Conference,D3,0.6189,,33826.0,-75.685472,41.495062
Clarkson University,Potsdam,New York,Liberty League,D3,0.7799,1259.0,69456.0,-74.999359,44.662716
Coe College,Cedar Rapids,Iowa,American Rivers Conference,D3,0.7986,,58857.0,-91.658192,41.988263
Colby College,Waterville,Maine,New England Small College Athletic Conference,D3,0.1027,1456.0,73600.0,-69.66337,44.564211
Colby–Sawyer College,New London,New Hampshire,Great Northeast Athletic Conference,D3,0.91,,61418.0,-71.975805,43.411663
Colorado College,Colorado Springs,Colorado,Southern Collegiate Athletic Conference,D3,0.136,,74760.0,-104.822697,38.84886
Concordia College,Moorhead,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,0.9529,1053.0,44662.0,-73.82202,40.943382
Concordia University Chicago,River Forest,Illinois,Northern Athletics Collegiate Conference,D3,0.7854,1099.0,42750.0,-87.809482,41.898696
Concordia University Texas,Austin,Texas,American Southwest Conference,D3,0.9295,1086.0,47251.0,-97.835703,30.420232
Concordia University Wisconsin,Mequon,Wisconsin,Northern Athletics Collegiate Conference,D3,0.6727,1138.0,45936.0,-87.91552,43.253387
Connecticut College,New London,Connecticut,New England Small College Athletic Conference,D3,0.3772,1400.0,74590.0,-72.107321,41.379833
Cornell College,Mount Vernon,Iowa,Midwest Conference,D3,0.8241,1224.0,58201.0,-91.423741,41.924554
Covenant College,Lookout Mountain,Georgia,Collegiate Conference of the South,D3,0.9755,1209.0,49420.0,-85.375066,34.965161
Crown College,St. Bonifacius,Minnesota,Upper Midwest Athletic Conference,D3,0.4689,1063.0,41227.0,-93.743019,44.885393
Curry College,Milton,Massachusetts,Commonwealth Coast Conference,D3,0.9271,1055.0,57260.0,-71.116539,42.238061
University of Dallas,Irving,Texas,Southern Collegiate Athletic Conference,D3,0.5378,1251.0,58050.0,-96.919512,32.846221
Dean College,Franklin,Massachusetts,Great Northeast Athletic Conference,D3,0.7052,,59018.0,-71.397813,42.085634
Defiance College,Defiance,Ohio,Heartland Collegiate Athletic Conference,D3,0.5492,1005.0,46420.0,-84.357075,41.296842
Delaware Valley University,Doylestown,Pennsylvania,MAC Freedom,D3,0.9158,1052.0,56828.0,-75.158452,40.298659
Denison University,Granville,Ohio,North Coast Athletic Conference,D3,0.2817,1350.0,69128.0,-82.523272,40.071505
DePauw University,Greencastle,Indiana,North Coast Athletic Conference,D3,0.6849,1235.0,66946.0,-86.860363,39.640904
DeSales University,Center Valley,Pennsylvania,MAC Freedom,D3,0.8177,1139.0,54300.0,-75.375608,40.539091
Dickinson College,Carlisle,Pennsylvania,Centennial Conference,D3,0.5165,,73650.0,-77.197854,40.202796
Dominican University,River Forest,Illinois,Northern Athletics Collegiate Conference,D3,0.7646,1072.0,43228.0,-87.823003,41.902678
Drew University,Madison,New Jersey,Landmark Conference,D3,0.7315,,58116.0,-74.424584,40.761829
University of Dubuque,Dubuque,Iowa,American Rivers Conference,D3,0.7863,1010.0,47188.0,-90.693428,42.49726
Earlham College,Richmond,Indiana,Heartland Collegiate Athletic Conference,D3,0.591,1236.0,61156.0,-84.915037,39.823431
East Texas Baptist University,Marshall,Texas,American Southwest Conference,D3,0.9207,,38749.0,-94.374488,32.557847
Eastern Connecticut State University,Willimantic,Connecticut,Little East Conference,D3,0.697,,27425.0,-72.218753,41.721673
Eastern Mennonite University,Harrisonburg,Virginia,Old Dominion Athletic Conference,D3,0.7182,1129.0,51275.0,-78.880326,38.471134
Eastern Nazarene College,Quincy,Massachusetts,New England Collegiate Conference(North Atlantic Conference in 2023),D3,0.6438,1030.0,41194.0,-71.011079,42.271228
Eastern University,St. Davids,Pennsylvania,MAC Commonwealth,D3,0.6425,1104.0,48828.0,-75.370316,40.050448
Edgewood College,Madison,Wisconsin,Northern Athletics Collegiate Conference,D3,0.912,,44826.0,-89.422884,43.057059
Elizabethtown College,Elizabethtown,Pennsylvania,Landmark Conference,D3,0.8573,1176.0,44978.0,-76.593224,40.149236
Elmhurst University,Elmhurst,Illinois,College Conference of Illinois and Wisconsin,D3,0.6553,1096.0,48429.0,-87.945369,41.897164
Elmira College,Elmira,New York,Empire 8,D3,0.8313,1103.0,48133.0,-76.813459,42.0961
Elms College,Chicopee,Massachusetts,Great Northeast Athletic Conference,D3,,,,,
Emerson College,Boston,Massachusetts,New England Women's and Men's Athletic Conference,D3,0.4105,1302.0,72119.0,-71.065384,42.352202
Emmanuel College,Boston,Massachusetts,Great Northeast Athletic Conference,D3,0.5275,1005.0,31589.0,-83.14822,34.283641
Emmanuel College,Boston,Massachusetts,Great Northeast Athletic Conference,D3,0.7552,1202.0,58787.0,-71.103634,42.340602
Emory University,Atlanta,Georgia,University Athletic Association,D3,0.2103,1454.0,72604.0,-84.325512,33.790183
Endicott College,Beverly,Massachusetts,Commonwealth Coast Conference,D3,0.704,,52642.0,-70.840847,42.553296
Eureka College,Eureka,Illinois,St. Louis Intercollegiate Athletic Conference,D3,0.6136,1026.0,37986.0,-89.269624,40.71482
"Fairleigh Dickinson University, Florham",Madison/Florham Park,New Jersey,MAC Freedom,D3,,,,,
Farmingdale State College,Farmingdale,New York,Skyline Conference,D3,0.6016,1075.0,16856.0,-73.42832,40.754224
Ferrum College,Ferrum,Virginia,Old Dominion Athletic Conference,D3,0.7583,979.0,50084.0,-80.021639,36.926912
Finlandia University,Hancock,Michigan,Coast to Coast Athletic Conference,D3,0.83,,34832.0,-88.588756,47.127868
Fitchburg State University,Fitchburg,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,0.8799,,22881.0,-71.789666,42.588298
Fontbonne University,St. Louis,Missouri,St. Louis Intercollegiate Athletic Conference,D3,0.8536,1050.0,40906.0,-90.315712,38.642697
Framingham State University,Framingham,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,0.7853,1044.0,25810.0,-71.437565,42.297116
Franciscan University of Steubenville,Steubenville,Ohio,Presidents' Athletic Conference,D3,0.73,1204.0,39788.0,-80.620524,40.376919
Franklin & Marshall College,Lancaster,Pennsylvania,Centennial Conference,D3,,,,,
Franklin College,Franklin,Indiana,Heartland Collegiate Athletic Conference,D3,0.7607,1076.0,46533.0,-86.047182,39.478298
Gallaudet University,Washington,District of Columbia,United East Conference,D3,0.6262,904.0,38892.0,-76.993675,38.907371
Geneva College,Beaver Falls,Pennsylvania,Presidents' Athletic Conference,D3,0.7314,,38941.0,-80.321826,40.772518
George Fox University,Newberg,Oregon,Northwest Conference,D3,0.9091,1138.0,51439.0,-122.967494,45.303629
Gettysburg College,Gettysburg,Pennsylvania,Centennial Conference,D3,0.4824,,71850.0,-77.236792,39.836597
Gordon College,Wenham,Massachusetts,Commonwealth Coast Conference,D3,0.6827,1159.0,51869.0,-70.82151,42.590567
Goucher College,Towson,Maryland,Landmark Conference,D3,0.7941,,62979.0,-76.594843,39.410175
Greensboro College,Greensboro,North Carolina,USA South Athletic Conference,D3,0.7761,1008.0,30302.0,-79.800232,36.071082
Greenville University,Greenville,Illinois,St. Louis Intercollegiate Athletic Conference,D3,0.5921,1014.0,40959.0,-89.40824,38.894162
Grinnell College,Grinnell,Iowa,Midwest Conference,D3,0.1925,1448.0,70346.0,-92.722094,41.747952
Grove City College,Grove City,Pennsylvania,Presidents' Athletic Conference,D3,0.7759,1250.0,,-80.081481,41.1558
Guilford College,Greensboro,North Carolina,Old Dominion Athletic Conference,D3,0.7801,1059.0,53479.0,-79.887737,36.094233
Gustavus Adolphus College,St. Peter,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,0.7061,,59205.0,-93.972196,44.323626
Gwynedd Mercy University,Lower Gwynedd Township,Pennsylvania,Atlantic East Conference,D3,0.8803,1044.0,47646.0,-75.236601,40.202804
Hamilton College,Clinton,New York,New England Small College Athletic Conference,D3,0.1841,1462.0,72190.0,-75.408195,43.050245
Hamline University,St. Paul,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,0.6895,1147.0,51984.0,-93.164479,44.966246
Hampden–Sydney College,Hampden Sydney,Virginia,Old Dominion Athletic Conference,D3,0.4701,1142.0,63310.0,-78.464216,37.240615
Hanover College,Hanover,Indiana,Heartland Collegiate Athletic Conference,D3,0.6932,1195.0,52998.0,-85.460051,38.715642
Hardin–Simmons University,Abilene,Texas,American Southwest Conference,D3,0.9051,1069.0,42530.0,-99.73564,32.476434
Hartwick College,Oneonta,New York,Empire 8,D3,0.931,1107.0,60479.0,-75.071994,42.457599
Haverford College,Haverford,Pennsylvania,Centennial Conference,D3,0.1823,1459.0,76384.0,-75.305207,40.007452
Heidelberg University,Tiffin,Ohio,Ohio Athletic Conference,D3,0.8106,1098.0,44381.0,-83.168387,41.114833
Hendrix College,Conway,Arkansas,Southern Athletic Association,D3,0.7054,,64046.0,-92.443256,35.101565
Hilbert College,Hamburg,New York,Allegheny Mountain Collegiate Conference,D3,0.9171,,31358.0,-78.820257,42.75464
Hiram College,Hiram,Ohio,North Coast Athletic Conference,D3,0.9277,1037.0,50555.0,-81.143981,41.3107
Hobart College,Geneva,New York,Liberty League,D3,,,,,
Hollins University,Roanoke,Virginia,Old Dominion Athletic Conference,D3,0.8079,1175.0,55893.0,-79.943277,37.354201
Hood College,Frederick,Maryland,MAC Commonwealth,D3,0.7133,,56168.0,-77.419049,39.420631
Hope College,Holland,Michigan,Michigan Intercollegiate Athletic Association,D3,0.7783,1219.0,48607.0,-86.102089,42.787298
Houghton College,Houghton,New York,Empire 8,D3,0.7998,,44952.0,-78.155426,42.426137
Howard Payne University,Brownwood,Texas,American Southwest Conference,D3,0.4853,,41336.0,-98.985204,31.716467
Hunter College,New York,New York,City University of New York Athletic Conference,D3,,,,,
Huntingdon College,Montgomery,Alabama,Collegiate Conference of the South,D3,0.5439,1101.0,37483.0,-86.284366,32.351034
Husson University,Bangor,Maine,North Atlantic Conference,D3,0.8466,1054.0,31303.0,-68.791476,44.829002
Illinois College,Jacksonville,Illinois,Midwest Conference,D3,0.7524,,44465.0,-90.246171,39.7313
Illinois Institute of Technology,Chicago,Illinois,Northern Athletics Collegiate Conference,D3,0.6066,1311.0,64710.0,-87.627321,41.8313
Illinois Wesleyan University,Bloomington,Illinois,College Conference of Illinois and Wisconsin,D3,0.5693,1233.0,63174.0,-88.992014,40.489901
Immaculata University,Immaculata,Pennsylvania,Atlantic East Conference,D3,0.8243,1076.0,44036.0,-75.570711,40.027981
Ithaca College,Ithaca,New York,Liberty League,D3,0.7568,,64006.0,-76.494136,42.422154
John Carroll University,University Heights,Ohio,Ohio Athletic Conference,D3,0.8784,1198.0,57651.0,-81.531338,41.491321
John Jay College of Criminal Justice,New York,New York,City University of New York Athletic Conference,D3,,,,,
Johns Hopkins University,Baltimore,Maryland,Centennial Conference,D3,0.1106,1532.0,74001.0,-76.621595,39.328977
Johnson & Wales University,Providence,Rhode Island,Great Northeast Athletic Conference(Commonwealth Coast Conference in 2024),D3,,,,,
Juniata College,Huntingdon,Pennsylvania,Landmark Conference,D3,0.6746,,61807.0,-78.017292,40.500523
Kalamazoo College,Kalamazoo,Michigan,Michigan Intercollegiate Athletic Association,D3,0.7433,,63808.0,-85.601857,42.290789
Kean University,Union Township,New Jersey,New Jersey Athletic Conference,D3,0.7805,1010.0,25863.0,-74.233503,40.677981
Keene State College,Keene,New Hampshire,Little East Conference,D3,0.9066,,28880.0,-72.279276,42.926452
Kenyon College,Gambier,Ohio,North Coast Athletic Conference,D3,0.3689,1399.0,74550.0,-82.397977,40.374408
Keuka College,Keuka Park,New York,Empire 8,D3,0.9091,,50240.0,-77.090562,42.615253
Keystone College,La Plume Township,Pennsylvania,Colonial States Athletic Conference,D3,0.7874,991.0,39200.0,-75.777456,41.558969
King's College,Wilkes-Barre,Pennsylvania,MAC Freedom,D3,0.8661,,52647.0,-75.879822,41.250097
Knox College,Galesburg,Illinois,Midwest Conference,D3,0.7084,1229.0,60393.0,-90.373165,40.943064
La Roche University,Pittsburgh,Pennsylvania,Allegheny Mountain Collegiate Conference,D3,0.6891,1006.0,43073.0,-80.014851,40.568615
University of La Verne,La Verne,California,Southern California Intercollegiate Athletic Conference,D3,0.7625,1054.0,60759.0,-117.773262,34.100855
LaGrange College,LaGrange,Georgia,Collegiate Conference of the South,D3,0.5967,1077.0,46034.0,-85.043113,33.038564
Lake Forest College,Lake Forest,Illinois,Midwest Conference,D3,0.5761,,62405.0,-87.827454,42.249574
Lakeland University,Sheboygan,Wisconsin,Northern Athletics Collegiate Conference,D3,0.9247,,43694.0,-87.883414,43.841573
Lancaster Bible College,Lancaster,Pennsylvania,United East Conference,D3,0.9668,1087.0,36544.0,-76.287761,40.075347
Lasell College,Newton,Massachusetts,Great Northeast Athletic Conference,D3,,,,,
Lawrence University,Appleton,Wisconsin,Midwest Conference,D3,0.6892,1323.0,62166.0,-88.397822,44.261323
Lebanon Valley College,Annville,Pennsylvania,MAC Commonwealth(MAC Freedom in 2023),D3,0.778,1166.0,59255.0,-76.514431,40.330604
Lehman College,The Bronx,New York,City University of New York Athletic Conference,D3,,,,,
Lesley University,Boston,Massachusetts,New England Collegiate Conference(North Atlantic Conference in 2023),D3,0.8381,,47620.0,-71.117303,42.38012
LeTourneau University,Longview,Texas,American Southwest Conference,D3,0.5611,1227.0,44629.0,-94.726394,32.46632
Lewis & Clark College,Portland,Oregon,Northwest Conference,D3,0.7982,1313.0,68735.0,-122.669137,45.450882
Linfield University,McMinnville,Oregon,Northwest Conference,D3,,,,,
Loras College,Dubuque,Iowa,American Rivers Conference,D3,0.5838,,46290.0,-90.679023,42.503908
Luther College,Decorah,Iowa,American Rivers Conference,D3,0.6429,1229.0,57885.0,-91.802809,43.312304
Lycoming College,Williamsport,Pennsylvania,MAC Freedom(Landmark Conference in 2023),D3,0.6548,1117.0,57132.0,-77.0,41.24666
Lynchburg College,Lynchburg,Virginia,Old Dominion Athletic Conference,D3,,,,,
Lyon College,Batesville,Arkansas,Independent (St. Louis Intercollegiate Athletic Conference in 2023),D3,0.5015,1198.0,41396.0,-91.625354,35.777619
Macalester College,St. Paul,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,0.3869,1390.0,71053.0,-93.168053,44.938565
University of Maine at Farmington,Farmington,Maine,North Atlantic Conference,D3,0.9461,,22802.0,-70.147121,44.666911
Maine Maritime Academy,Castine,Maine,North Atlantic Conference,D3,0.5214,1085.0,28208.0,-68.804347,44.389654
University of Maine at Presque Isle,Presque Isle,Maine,North Atlantic Conference,D3,0.99,,17586.0,-68.016343,46.672285
Manchester University,North Manchester,Indiana,Heartland Collegiate Athletic Conference,D3,0.7038,,45489.0,-85.762643,41.010549
Manhattanville College,Purchase,New York,Skyline Conference,D3,0.8981,,51214.0,-73.715645,41.032187
Maranatha Baptist University,Watertown,Wisconsin,Independent,D3,0.805,1192.0,27793.0,-88.737016,43.195013
Marian University,Fond du Lac,Wisconsin,Northern Athletics Collegiate Conference,D3,0.6424,,49112.0,-86.202643,39.813233
Marian University,Fond du Lac,Wisconsin,Northern Athletics Collegiate Conference,D3,0.6767,1028.0,38372.0,-88.420638,43.777411
Marietta College,Marietta,Ohio,Ohio Athletic Conference,D3,0.7391,1120.0,49601.0,-81.450045,39.41668
Martin Luther College,New Ulm,Minnesota,Upper Midwest Athletic Conference,D3,0.8731,1185.0,27230.0,-94.472326,44.30526
Mary Baldwin University,Staunton,Virginia,USA South Athletic Conference,D3,0.871,1042.0,43427.0,-79.069273,38.153884
University of Mary Hardin–Baylor,Belton,Texas,American Southwest Conference,D3,0.903,1105.0,42812.0,-97.463471,31.066793
University of Mary Washington,Fredericksburg,Virginia,Coast to Coast Athletic Conference,D3,0.7549,1195.0,28327.0,-77.476055,38.302492
Marymount University,Arlington,Virginia,Atlantic East Conference,D3,0.8526,1089.0,47495.0,-77.128785,38.905562
Marymount University,Arlington,Virginia,Atlantic East Conference,D3,0.5301,984.0,44284.0,-88.030732,43.072507
Maryville College,Maryville,Tennessee,Collegiate Conference of the South,D3,0.6211,1159.0,49603.0,-83.964223,35.751505
Marywood University,Scranton,Pennsylvania,Atlantic East Conference,D3,0.8203,1102.0,49609.0,-75.634142,41.434587
University of Massachusetts Boston,Boston,Massachusetts,Little East Conference,D3,0.7968,,28910.0,-71.036865,42.312881
Massachusetts College of Liberal Arts,North Adams,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,0.8768,1066.0,24458.0,-73.102817,42.691361
University of Massachusetts Dartmouth,Dartmouth,Massachusetts,Little East Conference,D3,0.7618,1094.0,28948.0,-71.004552,41.62869
Massachusetts Institute of Technology,Cambridge,Massachusetts,New England Women's and Men's Athletic Conference,D3,0.0726,1550.0,73160.0,-71.093226,42.359243
Massachusetts Maritime Academy,Buzzards Bay,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,0.9248,1117.0,28602.0,-70.624084,41.739072
McDaniel College,Westminster,Maryland,Centennial Conference,D3,0.8113,,58638.0,-77.001992,39.584231
McMurry University,Abilene,Texas,American Southwest Conference(Southern Collegiate Athletic Conference in 2024),D3,0.4739,1041.0,41764.0,-99.748682,32.429776
Medaille College,Buffalo,New York,Empire 8,D3,0.718,,36840.0,-78.855941,42.92856
Medgar Evers College,Brooklyn,New York,City University of New York Athletic Conference,D3,,,,,
Meredith College,Raleigh,North Carolina,USA South Athletic Conference,D3,0.7162,1111.0,50390.0,-78.689995,35.799351
Messiah University,Grantham,Pennsylvania,MAC Commonwealth,D3,0.7752,1205.0,49864.0,-76.988269,40.156579
Methodist University,Fayetteville,North Carolina,USA South Athletic Conference,D3,0.7588,1050.0,55751.0,-78.874426,35.135058
Middlebury College,Middlebury,Vermont,New England Small College Athletic Conference,D3,0.2204,1444.0,74248.0,-73.176068,44.009117
Millikin University,Decatur,Illinois,College Conference of Illinois and Wisconsin,D3,0.7115,1097.0,49304.0,-88.976298,39.842612
Millsaps College,Jackson,Mississippi,Southern Athletic Association,D3,0.6981,1184.0,57996.0,-90.179957,32.322746
Milwaukee School of Engineering,Milwaukee,Wisconsin,Northern Athletics Collegiate Conference,D3,0.6009,1294.0,53885.0,-87.907691,43.045364
University of Minnesota Morris,Morris,Minnesota,Upper Midwest Athletic Conference,D3,0.6465,1199.0,24636.0,-95.899729,45.589775
Misericordia University,Dallas,Pennsylvania,MAC Freedom,D3,0.8329,,48844.0,-75.971541,41.345277
Mississippi University for Women,Columbus,Mississippi,St. Louis Intercollegiate Athletic Conference,D3,0.9903,1106.0,20684.0,-88.418601,33.493305
Mitchell College,New London,Connecticut,New England Collegiate Conference(Great Northeast Athletic Conference in 2023),D3,0.7422,,48699.0,-72.09523,41.328013
Monmouth College,Monmouth,Illinois,Midwest Conference,D3,0.6943,1163.0,51176.0,-90.63731,40.914824
Montclair State University,Montclair,New Jersey,New Jersey Athletic Conference,D3,0.8266,,26067.0,-74.198141,40.860414
Moravian College,Bethlehem,Pennsylvania,Landmark Conference,D3,,,,,
Mount Aloysius College,Cresson,Pennsylvania,Allegheny Mountain Collegiate Conference,D3,0.9524,,36886.0,-78.600898,40.459679
Mount Holyoke College,South Hadley,Massachusetts,New England Women's and Men's Athletic Conference,D3,0.5247,1367.0,69578.0,-72.575511,42.256838
Mount Mary University,Milwaukee,Wisconsin,Coast to Coast Athletic Conference,D3,0.8526,1089.0,47495.0,-77.128785,38.905562
Mount Mary University,Milwaukee,Wisconsin,Coast to Coast Athletic Conference,D3,0.5301,984.0,44284.0,-88.030732,43.072507
Mount St. Joseph University,Cincinnati,Ohio,Heartland Collegiate Athletic Conference,D3,,,,,
Mount Saint Mary College,Newburgh,New York,Skyline Conference,D3,0.9017,1080.0,47103.0,-74.012655,41.513872
College of Mount Saint Vincent,The Bronx,New York,Skyline Conference,D3,0.9268,1002.0,51240.0,-73.908887,40.913657
University of Mount Union,Alliance,Ohio,Ohio Athletic Conference,D3,0.7741,1107.0,44497.0,-81.111029,40.905256
Muhlenberg College,Allentown,Pennsylvania,Centennial Conference,D3,0.6218,1280.0,69413.0,-75.508502,40.596416
Muskingum University,New Concord,Ohio,Ohio Athletic Conference,D3,0.7966,,41716.0,-81.737127,39.996585
Nazareth College,Pittsford,New York,Empire 8,D3,0.7568,,51405.0,-77.518579,43.101576
Nebraska Wesleyan University,Lincoln,Nebraska,American Rivers Conference,D3,0.6953,1222.0,48718.0,-96.64831,40.839098
Neumann University,Aston,Pennsylvania,Atlantic East Conference,D3,0.8034,991.0,50640.0,-75.440022,39.874876
New England College,Henniker,New Hampshire,New England Collegiate Conference(Great Northeast Athletic Conference in 2023),D3,0.9625,,57285.0,-71.822282,43.176403
University of New England,Biddeford,Maine,Commonwealth Coast Conference,D3,0.8726,,56844.0,-70.38535,43.458591
The College of New Jersey,Ewing,New Jersey,New Jersey Athletic Conference,D3,0.5125,1240.0,35502.0,-74.778791,40.268651
New Jersey City University,Jersey City,New Jersey,New Jersey Athletic Conference,D3,0.9633,,25328.0,-74.08727,40.709937
State University of New York at Brockport,Brockport,New York,State University of New York Athletic Conference,D3,,,,,
State University of New York at Canton,Canton,New York,North Atlantic Conference,D3,,,,,
State University of New York at Cobleskill,Cobleskill,New York,North Atlantic Conference,D3,,,,,
State University of New York at Cortland,Cortland,New York,State University of New York Athletic Conference,D3,,,,,
State University of New York at Delhi,Delhi,New York,North Atlantic Conference,D3,,,,,
State University of New York at Fredonia,Fredonia,New York,State University of New York Athletic Conference,D3,,,,,
State University of New York at Geneseo,Geneseo,New York,State University of New York Athletic Conference,D3,,,,,
State University of New York Maritime College,The Bronx,New York,Skyline Conference,D3,,,,,
State University of New York at Morrisville,Morrisville,New York,United East Conference(North Atlantic Conference in 2023),D3,,,,,
State University of New York Polytechnic Institute,Marcy,New York,North Atlantic Conference,D3,,,,,
State University of New York at New Paltz,New Paltz,New York,State University of New York Athletic Conference,D3,0.6202,1187.0,25615.0,-74.082188,41.740936
State University of New York at Old Westbury,Old Westbury,New York,Skyline Conference,D3,,,,,
State University of New York at Oneonta,Oneonta,New York,State University of New York Athletic Conference,D3,,,,,
State University of New York at Oswego,Oswego,New York,State University of New York Athletic Conference,D3,,,,,
State University of New York at Plattsburgh,Plattsburgh,New York,State University of New York Athletic Conference,D3,,,,,
State University of New York at Potsdam,Potsdam,New York,State University of New York Athletic Conference,D3,,,,,
State University of New York at Purchase,Purchase,New York,Skyline Conference,D3,,,,,
New York University,New York,New York,University Athletic Association,D3,0.2109,1458.0,73759.0,-73.997264,40.729452
Nichols College,Dudley,Massachusetts,Commonwealth Coast Conference,D3,0.8037,,52520.0,-71.930283,42.044033
North Carolina Wesleyan College,Rocky Mount,North Carolina,USA South Athletic Conference,D3,0.4759,938.0,44530.0,-77.773982,36.019665
North Central College,Naperville,Illinois,College Conference of Illinois and Wisconsin,D3,0.5329,1164.0,52405.0,-88.14279,41.77576
North Central University,Minneapolis,Minnesota,Upper Midwest Athletic Conference,D3,0.9299,1077.0,37644.0,-93.261511,44.968625
North Central University,Minneapolis,Minnesota,Upper Midwest Athletic Conference,D3,,,,-117.243889,32.910805
North Park University,Chicago,Illinois,College Conference of Illinois and Wisconsin,D3,0.4396,1055.0,39373.0,-87.709948,41.975268
Northern Vermont University–Johnson,Johnson,Vermont,North Atlantic Conference,D3,,,,,
Northern Vermont University–Lyndon,Lyndonville,Vermont,North Atlantic Conference,D3,0.7577,,,,
Northland College,Ashland,Wisconsin,Upper Midwest Athletic Conference,D3,0.643,1138.0,50029.0,-90.87476,46.579087
University of Northwestern – St. Paul,Roseville,Minnesota,Upper Midwest Athletic Conference,D3,0.9222,,43817.0,-93.167822,45.033703
Norwich University,Northfield,Vermont,Great Northeast Athletic Conference,D3,0.7417,,59627.0,-72.659783,44.140237
Notre Dame of Maryland University,Baltimore,Maryland,Colonial States Athletic Conference,D3,0.6229,,52667.0,-76.619739,39.350612
Oberlin College,Oberlin,Ohio,North Coast Athletic Conference,D3,0.3536,1348.0,77124.0,-82.216795,41.291992
Occidental College,Los Angeles,California,Southern California Intercollegiate Athletic Conference,D3,0.409,1378.0,76600.0,-118.210908,34.127124
Oglethorpe University,Atlanta,Georgia,Southern Athletic Association,D3,0.6693,1203.0,55451.0,-84.333687,33.875441
Ohio Northern University,Ada,Ohio,Ohio Athletic Conference,D3,0.652,1218.0,49392.0,-83.827441,40.7662
Ohio Wesleyan University,Delaware,Ohio,North Coast Athletic Conference,D3,0.684,,62161.0,-83.069757,40.295963
Olivet College,Olivet,Michigan,Michigan Intercollegiate Athletic Association,D3,0.6031,,42758.0,-84.923891,42.442891
Otterbein University,Westerville,Ohio,Ohio Athletic Conference,D3,0.7606,1158.0,45773.0,-82.936444,40.125327
University of the Ozarks,Clarksville,Arkansas,American Southwest Conference,D3,0.559,1070.0,34832.0,-93.467221,35.476278
Pacific Lutheran University,Tacoma,Washington,Northwest Conference,D3,0.863,,56830.0,-122.440421,47.14516
Pacific University,Forest Grove,Oregon,Northwest Conference,D3,0.893,1166.0,62157.0,-123.108777,45.521394
Pennsylvania College of Technology,Williamsport,Pennsylvania,United East Conference,D3,,,30759.0,-77.023665,41.234145
"Pennsylvania State University, Abington",Abington,Pennsylvania,United East Conference,D3,,,,,
"Pennsylvania State University, Altoona",Altoona,Pennsylvania,Allegheny Mountain Collegiate Conference,D3,,,,,
"Pennsylvania State University, Berks College",Reading,Pennsylvania,United East Conference,D3,,,,,
"Pennsylvania State University, Behrend",Erie,Pennsylvania,Allegheny Mountain Collegiate Conference,D3,,,,,
"Pennsylvania State University, Harrisburg",Harrisburg,Pennsylvania,United East Conference,D3,,,,,
Pfeiffer University,Misenheimer,North Carolina,USA South Athletic Conference,D3,0.7584,1008.0,44387.0,-80.283168,35.484696
Piedmont University,Demorest,Georgia,Collegiate Conference of the South,D3,0.7008,1085.0,40949.0,-83.542126,34.566042
University of Pittsburgh at Bradford,Bradford,Pennsylvania,Allegheny Mountain Collegiate Conference,D3,,,,,
University of Pittsburgh at Greensburg,Greensburg,Pennsylvania,Allegheny Mountain Collegiate Conference,D3,,,,,
Plymouth State University,Plymouth,New Hampshire,Little East Conference,D3,0.8937,,28222.0,-71.690164,43.759573
Pomona College and Pitzer College,Claremont,California,Southern California Intercollegiate Athletic Conference,D3,,,,,
Pratt Institute,Brooklyn,New York,Coast to Coast Athletic Conference,D3,,,,,
Principia College,Elsah,Illinois,St. Louis Intercollegiate Athletic Conference,D3,0.9324,1143.0,,-90.350285,38.948835
University of Puget Sound,Tacoma,Washington,Northwest Conference,D3,0.8685,,68072.0,-122.478982,47.26308
Ramapo College,Mahwah,New Jersey,New Jersey Athletic Conference,D3,,,,,
Randolph College,Lynchburg,Virginia,Old Dominion Athletic Conference,D3,0.8966,1060.0,58880.0,-79.171887,37.437315
Randolph–Macon College,Ashland,Virginia,Old Dominion Athletic Conference,D3,0.7131,1141.0,56509.0,-77.478416,37.76043
University of Redlands,Redlands,California,Southern California Intercollegiate Athletic Conference,D3,0.6865,1135.0,68156.0,-117.163218,34.064218
Regis College,Weston,Massachusetts,Great Northeast Athletic Conference,D3,0.8408,,61605.0,-71.310561,42.351291
Rensselaer Polytechnic Institute,Troy,New York,Liberty League,D3,0.5726,1410.0,73816.0,-73.676646,42.729978
Rhode Island College,Providence,Rhode Island,Little East Conference,D3,0.8127,988.0,17761.0,-71.46556,41.842415
Rhodes College,Memphis,Tennessee,Southern Athletic Association,D3,0.5136,1345.0,64249.0,-89.990803,35.154405
