School,City,State,Conference,Division,WikidataID,Score,School_doe,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude,Score_doe
Berry College,Mount Berry,Georgia,Southern Athletic Association,D3,Q4894781,100.0,Berry College,155400.0,0.7722,,52966.0,-85.189202,34.290414,100.0
Bethany College,Bethany,West Virginia,Presidents' Athletic Conference,D3,Q4897730,100.0,Bethany College,190400.0,0.6832,1035.0,49294.0,-97.67367,38.580598,100.0
Bethany College,Bethany,West Virginia,Presidents' Athletic Conference,D3,Q4897730,100.0,Bethany College,380800.0,0.9184,989.0,45570.0,-80.560056,40.205819,100.0
Bethany Lutheran College,Mankato,Minnesota,Upper Midwest Athletic Conference,D3,Q4897766,100.0,Bethany Lutheran College,233700.0,0.6451,,38528.0,-93.990805,44.166649,100.0
Bethel University,Arden Hills,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q3445045,100.0,Bethel University,178700.0,0.9279,,40149.0,-86.194686,41.678399,100.0
Bethel University,Arden Hills,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q3445045,100.0,Bethel University,905800.0,0.8663,1203.0,52723.0,-93.161663,45.057655,100.0
Bethel University,Arden Hills,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q3445045,100.0,Bethel University,348000.0,0.7612,998.0,30992.0,-88.516762,36.137848,100.0
Birmingham–Southern College,Birmingham,Alabama,Southern Athletic Association,D3,Q4916871,100.0,Birmingham-Southern College,101200.0,0.6045,1202.0,32514.0,-86.850552,33.513774,100.0
Blackburn College,Carlinville,Illinois,St. Louis Intercollegiate Athletic Conference,D3,Q4922668,100.0,Blackburn College,163900.0,0.5518,1006.0,32584.0,-89.870241,39.287896,100.0
Bluffton University,Bluffton,Ohio,Heartland Collegiate Athletic Conference,D3,Q886141,100.0,Bluffton University,301600.0,0.6051,,48205.0,-83.899439,40.895606,100.0
Bob Jones University,Greenville,South Carolina,Independent,D3,Q2740389,100.0,Bob Jones University,342100.0,,,28498.0,-82.365838,34.874016,100.0
Bowdoin College,Brunswick,Maine,New England Small College Athletic Conference,D3,Q895401,100.0,Bowdoin College,203800.0,0.0916,,73800.0,-69.963942,43.907134,100.0
Brandeis University,Waltham,Massachusetts,University Athletic Association,D3,Q49119,100.0,Brandeis University,213300.0,0.334,1424.0,76044.0,-71.260155,42.365727,100.0
Brevard College,Brevard,North Carolina,USA South Athletic Conference,D3,Q4962514,75.0,Brevard College,291200.0,0.4524,,43036.0,-82.729494,35.236763,75.0
Bridgewater College,Bridgewater,Virginia,Old Dominion Athletic Conference,D3,Q3446076,86.0,Bridgewater State University,218300.0,0.8231,1049.0,23845.0,-70.974553,41.98749,100.0
Bridgewater College,Bridgewater,Virginia,Old Dominion Athletic Conference,D3,Q3446076,86.0,Bridgewater College,370400.0,0.7614,1082.0,51725.0,-78.969007,38.378484,86.0
Bridgewater State University,Bridgewater,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,Q3446076,100.0,Bridgewater State University,218300.0,0.8231,1049.0,23845.0,-70.974553,41.98749,100.0
Bridgewater State University,Bridgewater,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,Q3446076,100.0,Bridgewater College,370400.0,0.7614,1082.0,51725.0,-78.969007,38.378484,86.0
Brooklyn College,Brooklyn,New York,City University of New York Athletic Conference,D3,Q371625,100.0,CUNY Brooklyn College,268700.0,0.4974,1105.0,13802.0,-73.949898,40.631517,86.0
Bryn Mawr College,Bryn Mawr,Pennsylvania,Centennial Conference,D3,Q995265,100.0,Bryn Mawr College,323700.0,0.3836,,73540.0,-75.313223,40.02736,100.0
Buena Vista University,Storm Lake,Iowa,American Rivers Conference,D3,Q4985470,100.0,Buena Vista University,184700.0,0.5568,,48297.0,-95.208529,42.642255,100.0
Buffalo State College,Buffalo,New York,State University of New York Athletic Conference,D3,Q4570064,100.0,SUNY Buffalo State,284200.0,0.8007,960.0,23111.0,-78.882125,42.933832,84.0
Cairn University,Langhorne,Pennsylvania,Colonial States Athletic Conference,D3,Q5017672,100.0,,,,,,,,
California Institute of Technology,Pasadena,California,Southern California Intercollegiate Athletic Conference,D3,Q161562,100.0,California Institute of Technology,113100.0,0.0669,1566.0,74763.0,-118.125878,34.137349,100.0
California Lutheran University,Thousand Oaks,California,Southern California Intercollegiate Athletic Conference,D3,Q1026831,100.0,California Lutheran University,113300.0,0.7439,1159.0,60668.0,-118.878924,34.224566,100.0
"University of California, Santa Cruz",Santa Cruz,California,Coast to Coast Athletic Conference,D3,Q7895186,72.0,University of California-Santa Cruz,132100.0,0.6473,1284.0,35925.0,-122.058801,36.995584,72.0
Calvin University,Grand Rapids,Michigan,Michigan Intercollegiate Athletic Association,D3,Q482731,100.0,Calvin University,224100.0,0.7321,1229.0,50191.0,-85.587548,42.929916,100.0
Capital University,Bexley,Ohio,Ohio Athletic Conference,D3,Q5035685,100.0,Capital University,302300.0,0.7406,,47719.0,-82.937867,39.954875,100.0
Carleton College,Northfield,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q1041671,100.0,Carleton College,234000.0,0.2118,1438.0,74275.0,-93.154666,44.462318,100.0
Carleton College,Northfield,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q1041671,100.0,CES College,3695300.0,,,,-118.303297,34.180401,74.0
Carnegie Mellon University,Pittsburgh,Pennsylvania,University Athletic Association,D3,Q190080,100.0,Carnegie Mellon University,324200.0,0.1727,1513.0,74489.0,-79.941993,40.44357,100.0
Carroll University,Waukesha,Wisconsin,College Conference of Illinois and Wisconsin,D3,Q1045167,100.0,Carroll College,252600.0,0.7302,1199.0,50675.0,-112.040285,46.600771,100.0
Carroll University,Waukesha,Wisconsin,College Conference of Illinois and Wisconsin,D3,Q1045167,100.0,Carroll University,383800.0,0.7177,1165.0,45227.0,-88.228114,43.004527,100.0
Carthage College,Kenosha,Wisconsin,College Conference of Illinois and Wisconsin,D3,Q3298369,100.0,Carthage College,383900.0,0.7663,1148.0,59175.0,-87.820924,42.622969,100.0
Case Western Reserve University,Cleveland,Ohio,University Athletic Association,D3,Q1047060,100.0,Case Western Reserve University,302400.0,0.3027,1445.0,69526.0,-81.609596,41.507419,100.0
Castleton University,Castleton,Vermont,Little East Conference,D3,Q1049687,100.0,Castleton University,368300.0,0.8831,1036.0,24841.0,-73.180842,43.608397,100.0
Catholic University of America,Washington,District of Columbia,Landmark Conference,D3,Q179036,100.0,The Catholic University of America,143700.0,0.8223,,65857.0,-76.997909,38.933651,100.0
Cazenovia College,Cazenovia,New York,North Atlantic Conference,D3,Q5055525,100.0,Cazenovia College,268500.0,0.7218,1003.0,51761.0,-75.854882,42.932489,100.0
Centenary College of Louisiana,Shreveport,Louisiana,Southern Collegiate Athletic Conference,D3,Q5059076,100.0,Centenary College of Louisiana,200300.0,0.6369,1191.0,55300.0,-93.730834,32.483335,100.0
Centenary University,Hackettstown,New Jersey,Colonial States Athletic Conference,D3,Q1054905,65.0,Morgan State University,208300.0,0.7359,988.0,23254.0,-76.585565,39.344161,100.0
Centenary University,Hackettstown,New Jersey,Colonial States Athletic Conference,D3,Q1054905,65.0,Centenary University,259900.0,0.93,997.0,44856.0,-74.833644,40.84764,65.0
Central College,Pella,Iowa,American Rivers Conference,D3,Q5060595,100.0,Central College,185000.0,0.6368,1116.0,53402.0,-92.922199,41.401539,100.0
Centre College,Danville,Kentucky,Southern Athletic Association,D3,Q1804942,100.0,Centre College,196100.0,0.7208,1325.0,56645.0,-84.779392,37.645709,100.0
Chapman University,Orange,California,Southern California Intercollegiate Athletic Conference,D3,Q1805085,100.0,Chapman University,116400.0,0.5826,1275.0,74336.0,-117.852518,33.79302,100.0
Chatham University,Pittsburgh,Pennsylvania,Presidents' Athletic Conference,D3,Q5087708,100.0,Chatham University,324400.0,0.6619,,52968.0,-79.926083,40.448432,100.0
University of Chicago,Chicago,Illinois,University Athletic Association,D3,Q131252,100.0,University of Chicago,177400.0,0.0731,1537.0,81531.0,-87.599539,41.787994,100.0
Christopher Newport University,Newport News,Virginia,Coast to Coast Athletic Conference,D3,Q3444675,100.0,Christopher Newport University,370600.0,0.7642,,31733.0,-76.494364,37.062495,100.0
City College of New York,New York,New York,City University of New York Athletic Conference,D3,Q1093910,100.0,CUNY City College,268800.0,0.5054,1164.0,13667.0,-73.948542,40.819846,83.0
Clark University,Worcester,Massachusetts,New England Women's and Men's Athletic Conference,D3,Q1095773,100.0,Clark University,213900.0,0.4713,1271.0,58153.0,-71.823356,42.249987,100.0
Clarkson University,Potsdam,New York,Liberty League,D3,Q931865,100.0,Clarkson College,986200.0,0.5686,,24917.0,-95.974847,41.259165,100.0
Clarkson University,Potsdam,New York,Liberty League,D3,Q931865,100.0,Clarkson University,269900.0,0.7799,1259.0,69456.0,-74.999359,44.662716,100.0
Coe College,Cedar Rapids,Iowa,American Rivers Conference,D3,Q5140489,100.0,Coe College,185400.0,0.7986,,58857.0,-91.658192,41.988263,100.0
Colby College,Waterville,Maine,New England Small College Athletic Conference,D3,Q1075116,100.0,Colby College,203900.0,0.1027,1456.0,73600.0,-69.66337,44.564211,100.0
Colorado College,Colorado Springs,Colorado,Southern Collegiate Athletic Conference,D3,Q1111261,100.0,Colorado College,134700.0,0.136,,74760.0,-104.822697,38.84886,100.0
Concordia College,Moorhead,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q5142951,100.0,Concordia College,270900.0,0.9529,1053.0,44662.0,-73.82202,40.943382,100.0
Concordia University Chicago,River Forest,Illinois,Northern Athletics Collegiate Conference,D3,Q5159004,100.0,Concordia University-Chicago,166600.0,0.7854,1099.0,42750.0,-87.809482,41.898696,100.0
Concordia University Texas,Austin,Texas,American Southwest Conference,D3,Q2992101,100.0,Concordia University Texas,355700.0,0.9295,1086.0,47251.0,-97.835703,30.420232,100.0
Concordia University Wisconsin,Mequon,Wisconsin,Northern Athletics Collegiate Conference,D3,Q5159009,100.0,Concordia University-Wisconsin,384200.0,0.6727,1138.0,45936.0,-87.91552,43.253387,100.0
Connecticut College,New London,Connecticut,New England Small College Athletic Conference,D3,Q1797448,100.0,Connecticut College,137900.0,0.3772,1400.0,74590.0,-72.107321,41.379833,100.0
Cornell College,Mount Vernon,Iowa,Midwest Conference,D3,Q5171517,100.0,Cornell College,185600.0,0.8241,1224.0,58201.0,-91.423741,41.924554,100.0
Covenant College,Lookout Mountain,Georgia,Collegiate Conference of the South,D3,Q5178987,100.0,Covenant College,348400.0,0.9755,1209.0,49420.0,-85.375066,34.965161,100.0
Crown College,St. Bonifacius,Minnesota,Upper Midwest Athletic Conference,D3,Q5189332,100.0,Crown College,238300.0,0.4689,1063.0,41227.0,-93.743019,44.885393,100.0
University of Dallas,Irving,Texas,Southern Collegiate Athletic Conference,D3,Q3551578,100.0,University of Dallas,365100.0,0.5378,1251.0,58050.0,-96.919512,32.846221,100.0
Dean College,Franklin,Massachusetts,Great Northeast Athletic Conference,D3,Q7984930,83.0,Dean College,214400.0,0.7052,,59018.0,-71.397813,42.085634,83.0
Delaware Valley University,Doylestown,Pennsylvania,MAC Freedom,D3,Q15213548,100.0,Delaware Valley University,325200.0,0.9158,1052.0,56828.0,-75.158452,40.298659,100.0
Denison University,Granville,Ohio,North Coast Athletic Conference,D3,Q4493503,100.0,Denison University,304200.0,0.2817,1350.0,69128.0,-82.523272,40.071505,100.0
DePauw University,Greencastle,Indiana,North Coast Athletic Conference,D3,Q1179599,100.0,DePauw University,179200.0,0.6849,1235.0,66946.0,-86.860363,39.640904,100.0
DeSales University,Center Valley,Pennsylvania,MAC Freedom,D3,Q5244080,100.0,DeSales University,398600.0,0.8177,1139.0,54300.0,-75.375608,40.539091,100.0
Dickinson College,Carlisle,Pennsylvania,Centennial Conference,D3,Q1210045,100.0,Dickinson College,325300.0,0.5165,,73650.0,-77.197854,40.202796,100.0
Dominican University,River Forest,Illinois,Northern Athletics Collegiate Conference,D3,Q5290854,100.0,Dominican University,175000.0,0.7646,1072.0,43228.0,-87.823003,41.902678,100.0
Drew University,Madison,New Jersey,Landmark Conference,D3,Q1795487,100.0,Drew University,260300.0,0.7315,,58116.0,-74.424584,40.761829,100.0
University of Dubuque,Dubuque,Iowa,American Rivers Conference,D3,Q5311189,67.0,University of Dubuque,189100.0,0.7863,1010.0,47188.0,-90.693428,42.49726,67.0
Earlham College,Richmond,Indiana,Heartland Collegiate Athletic Conference,D3,Q5326502,100.0,Earlham College,179300.0,0.591,1236.0,61156.0,-84.915037,39.823431,100.0
East Texas Baptist University,Marshall,Texas,American Southwest Conference,D3,Q5329516,100.0,East Texas Baptist University,356400.0,0.9207,,38749.0,-94.374488,32.557847,100.0
Eastern Connecticut State University,Willimantic,Connecticut,Little East Conference,D3,Q1278152,100.0,Eastern Connecticut State University,142500.0,0.697,,27425.0,-72.218753,41.721673,100.0
Eastern Mennonite University,Harrisonburg,Virginia,Old Dominion Athletic Conference,D3,Q1278210,100.0,Eastern Mennonite University,370800.0,0.7182,1129.0,51275.0,-78.880326,38.471134,100.0
Eastern Nazarene College,Quincy,Massachusetts,New England Collegiate Conference(North Atlantic Conference in 2023),D3,Q3046576,100.0,Eastern Nazarene College,214500.0,0.6438,1030.0,41194.0,-71.011079,42.271228,100.0
Eastern University,St. Davids,Pennsylvania,MAC Commonwealth,D3,Q5330550,100.0,Eastern University,325900.0,0.6425,1104.0,48828.0,-75.370316,40.050448,100.0
Edgewood College,Madison,Wisconsin,Northern Athletics Collegiate Conference,D3,Q5337885,100.0,Edgewood College,384800.0,0.912,,44826.0,-89.422884,43.057059,100.0
Elizabethtown College,Elizabethtown,Pennsylvania,Landmark Conference,D3,Q5363873,100.0,Elizabethtown College,326200.0,0.8573,1176.0,44978.0,-76.593224,40.149236,100.0
Elms College,Chicopee,Massachusetts,Great Northeast Athletic Conference,D3,Q5366900,100.0,College of Our Lady of the Elms,214000.0,0.6978,1087.0,50266.0,-72.60154,42.141781,100.0
Emerson College,Boston,Massachusetts,New England Women's and Men's Athletic Conference,D3,Q1335573,100.0,Emerson College,214600.0,0.4105,1302.0,72119.0,-71.065384,42.352202,100.0
Emmanuel College,Boston,Massachusetts,Great Northeast Athletic Conference,D3,Q3052646,100.0,Emmanuel College,156300.0,0.5275,1005.0,31589.0,-83.14822,34.283641,100.0
Emmanuel College,Boston,Massachusetts,Great Northeast Athletic Conference,D3,Q3052646,100.0,Emmanuel College,214700.0,0.7552,1202.0,58787.0,-71.103634,42.340602,100.0
Emory University,Atlanta,Georgia,University Athletic Association,D3,Q621043,100.0,Emory University,156400.0,0.2103,1454.0,72604.0,-84.325512,33.790183,100.0
Endicott College,Beverly,Massachusetts,Commonwealth Coast Conference,D3,Q5376124,100.0,Endicott College,214800.0,0.704,,52642.0,-70.840847,42.553296,100.0
Eureka College,Eureka,Illinois,St. Louis Intercollegiate Athletic Conference,D3,Q5411163,100.0,Eureka College,167800.0,0.6136,1026.0,37986.0,-89.269624,40.71482,100.0
Ferrum College,Ferrum,Virginia,Old Dominion Athletic Conference,D3,Q5445466,100.0,Ferrum College,371100.0,0.7583,979.0,50084.0,-80.021639,36.926912,100.0
Finlandia University,Hancock,Michigan,Coast to Coast Athletic Conference,D3,Q1742604,79.0,Finlandia University,232200.0,0.83,,34832.0,-88.588756,47.127868,79.0
Fitchburg State University,Fitchburg,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,Q4982087,100.0,Fitchburg State University,218400.0,0.8799,,22881.0,-71.789666,42.588298,100.0
Fontbonne University,St. Louis,Missouri,St. Louis Intercollegiate Athletic Conference,D3,Q5465153,100.0,Fontbonne University,246400.0,0.8536,1050.0,40906.0,-90.315712,38.642697,100.0
Framingham State University,Framingham,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,Q4982077,100.0,Framingham State University,218500.0,0.7853,1044.0,25810.0,-71.437565,42.297116,100.0
Franciscan University of Steubenville,Steubenville,Ohio,Presidents' Athletic Conference,D3,Q5483039,100.0,Franciscan University of Steubenville,303600.0,0.73,1204.0,39788.0,-80.620524,40.376919,100.0
Franklin & Marshall College,Lancaster,Pennsylvania,Centennial Conference,D3,Q664881,100.0,Franklin and Marshall College,326500.0,0.365,,75720.0,-76.319037,40.048045,100.0
Franklin College,Franklin,Indiana,Heartland Collegiate Athletic Conference,D3,Q5491369,100.0,Franklin College,179800.0,0.7607,1076.0,46533.0,-86.047182,39.478298,100.0
Gallaudet University,Washington,District of Columbia,United East Conference,D3,Q1056373,100.0,Gallaudet University,144300.0,0.6262,904.0,38892.0,-76.993675,38.907371,100.0
Geneva College,Beaver Falls,Pennsylvania,Presidents' Athletic Conference,D3,Q5532987,100.0,Geneva College,326700.0,0.7314,,38941.0,-80.321826,40.772518,100.0
George Fox University,Newberg,Oregon,Northwest Conference,D3,Q5539406,100.0,George Fox University,319400.0,0.9091,1138.0,51439.0,-122.967494,45.303629,100.0
Gettysburg College,Gettysburg,Pennsylvania,Centennial Conference,D3,Q1520129,100.0,Gettysburg College,326800.0,0.4824,,71850.0,-77.236792,39.836597,100.0
Gordon College,Wenham,Massachusetts,Commonwealth Coast Conference,D3,Q5585003,100.0,Gordon State College,157500.0,0.7878,986.0,15024.0,-84.154508,33.04571,100.0
Gordon College,Wenham,Massachusetts,Commonwealth Coast Conference,D3,Q5585003,100.0,Gordon College,215300.0,0.6827,1159.0,51869.0,-70.82151,42.590567,100.0
Goucher College,Towson,Maryland,Landmark Conference,D3,Q4134258,100.0,Goucher College,207300.0,0.7941,,62979.0,-76.594843,39.410175,100.0
Greensboro College,Greensboro,North Carolina,USA South Athletic Conference,D3,Q5604445,100.0,Greensboro College,293000.0,0.7761,1008.0,30302.0,-79.800232,36.071082,100.0
Greenville University,Greenville,Illinois,St. Louis Intercollegiate Athletic Conference,D3,Q5604671,100.0,Greenville University,168400.0,0.5921,1014.0,40959.0,-89.40824,38.894162,100.0
Grinnell College,Grinnell,Iowa,Midwest Conference,D3,Q2982991,100.0,Grinnell College,186800.0,0.1925,1448.0,70346.0,-92.722094,41.747952,100.0
Grove City College,Grove City,Pennsylvania,Presidents' Athletic Conference,D3,Q5611381,100.0,Grove City College,326900.0,0.7759,1250.0,,-80.081481,41.1558,100.0
Guilford College,Greensboro,North Carolina,Old Dominion Athletic Conference,D3,Q5615915,100.0,Guilford College,293100.0,0.7801,1059.0,53479.0,-79.887737,36.094233,100.0
Gustavus Adolphus College,St. Peter,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q5621541,100.0,Gustavus Adolphus College,235300.0,0.7061,,59205.0,-93.972196,44.323626,100.0
Gwynedd Mercy University,Lower Gwynedd Township,Pennsylvania,Atlantic East Conference,D3,Q5623834,58.0,Gwynedd Mercy University,327000.0,0.8803,1044.0,47646.0,-75.236601,40.202804,58.0
Hamilton College,Clinton,New York,New England Small College Athletic Conference,D3,Q1191335,100.0,Colgate University,270100.0,0.2747,1404.0,75000.0,-75.536346,42.819475,100.0
Hamilton College,Clinton,New York,New England Small College Athletic Conference,D3,Q1191335,100.0,Hamilton College,272800.0,0.1841,1462.0,72190.0,-75.408195,43.050245,100.0
Hamline University,St. Paul,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,Q1366519,100.0,Hamline University,235400.0,0.6895,1147.0,51984.0,-93.164479,44.966246,100.0
Hampden–Sydney College,Hampden Sydney,Virginia,Old Dominion Athletic Conference,D3,Q1797609,100.0,Hampden-Sydney College,371300.0,0.4701,1142.0,63310.0,-78.464216,37.240615,100.0
Hanover College,Hanover,Indiana,Heartland Collegiate Athletic Conference,D3,Q5649375,100.0,Hanover College,180100.0,0.6932,1195.0,52998.0,-85.460051,38.715642,100.0
Hardin–Simmons University,Abilene,Texas,American Southwest Conference,D3,Q6356958,100.0,Hardin-Simmons University,357100.0,0.9051,1069.0,42530.0,-99.73564,32.476434,100.0
Haverford College,Haverford,Pennsylvania,Centennial Conference,D3,Q579611,100.0,Haverford College,327400.0,0.1823,1459.0,76384.0,-75.305207,40.007452,100.0
Heidelberg University,Tiffin,Ohio,Ohio Athletic Conference,D3,Q151510,100.0,Heidelberg University,304800.0,0.8106,1098.0,44381.0,-83.168387,41.114833,100.0
Hendrix College,Conway,Arkansas,Southern Athletic Association,D3,Q1605137,100.0,Hendrix College,109900.0,0.7054,,64046.0,-92.443256,35.101565,100.0
Hilbert College,Hamburg,New York,Allegheny Mountain Collegiate Conference,D3,Q5761194,100.0,Hilbert College,273500.0,0.9171,,31358.0,-78.820257,42.75464,100.0
Hiram College,Hiram,Ohio,North Coast Athletic Conference,D3,Q5769100,100.0,Hiram College,304900.0,0.9277,1037.0,50555.0,-81.143981,41.3107,100.0
Hobart College,Geneva,New York,Liberty League,D3,Q106714780,49.0,,,,,,,,
Hollins University,Roanoke,Virginia,Old Dominion Athletic Conference,D3,Q12060410,100.0,Hollins University,371500.0,0.8079,1175.0,55893.0,-79.943277,37.354201,100.0
Hood College,Frederick,Maryland,MAC Commonwealth,D3,Q6930281,65.0,Hood College,207600.0,0.7133,,56168.0,-77.419049,39.420631,65.0
Hood College,Frederick,Maryland,MAC Commonwealth,D3,Q6930281,65.0,Mt Hood Community College,320400.0,,,13123.0,-122.396972,45.514862,100.0
Hope College,Holland,Michigan,Michigan Intercollegiate Athletic Association,D3,Q2475371,100.0,Hope College,227300.0,0.7783,1219.0,48607.0,-86.102089,42.787298,100.0
Houghton College,Houghton,New York,Empire 8,D3,Q4500472,100.0,Houghton College,273400.0,0.7998,,44952.0,-78.155426,42.426137,100.0
Howard Payne University,Brownwood,Texas,American Southwest Conference,D3,Q5920583,100.0,Howard Payne University,357500.0,0.4853,,41336.0,-98.985204,31.716467,100.0
Hunter College,New York,New York,City University of New York Athletic Conference,D3,Q1446181,100.0,CUNY Hunter College,268900.0,0.4048,1259.0,13219.0,-73.964795,40.768669,85.0
Huntingdon College,Montgomery,Alabama,Collegiate Conference of the South,D3,Q5945112,100.0,Huntingdon College,101900.0,0.5439,1101.0,37483.0,-86.284366,32.351034,100.0
Husson University,Bangor,Maine,North Atlantic Conference,D3,Q5949943,100.0,Husson University,204300.0,0.8466,1054.0,31303.0,-68.791476,44.829002,100.0
Illinois College,Jacksonville,Illinois,Midwest Conference,D3,Q574316,100.0,Illinois College,168800.0,0.7524,,44465.0,-90.246171,39.7313,100.0
Illinois Institute of Technology,Chicago,Illinois,Northern Athletics Collegiate Conference,D3,Q659706,100.0,Illinois Institute of Technology,169100.0,0.6066,1311.0,64710.0,-87.627321,41.8313,100.0
Illinois Wesleyan University,Bloomington,Illinois,College Conference of Illinois and Wisconsin,D3,Q2159219,100.0,Illinois Wesleyan University,169600.0,0.5693,1233.0,63174.0,-88.992014,40.489901,100.0
Immaculata University,Immaculata,Pennsylvania,Atlantic East Conference,D3,Q6004301,100.0,Immaculata University,327600.0,0.8243,1076.0,44036.0,-75.570711,40.027981,100.0
Ithaca College,Ithaca,New York,Liberty League,D3,Q3540690,100.0,Ithaca College,273900.0,0.7568,,64006.0,-76.494136,42.422154,100.0
John Carroll University,University Heights,Ohio,Ohio Athletic Conference,D3,Q1666981,100.0,John Carroll University,305000.0,0.8784,1198.0,57651.0,-81.531338,41.491321,100.0
John Jay College of Criminal Justice,New York,New York,City University of New York Athletic Conference,D3,Q1700617,100.0,CUNY John Jay College of Criminal Justice,269300.0,0.3743,1093.0,13549.0,-73.98841,40.770351,100.0
Johns Hopkins University,Baltimore,Maryland,Centennial Conference,D3,Q193727,100.0,Johns Hopkins University,207700.0,0.1106,1532.0,74001.0,-76.621595,39.328977,100.0
Johnson & Wales University,Providence,Rhode Island,Great Northeast Athletic Conference(Commonwealth Coast Conference in 2024),D3,Q1798494,100.0,Johnson & Wales University-Providence,340400.0,0.846,,51167.0,-71.41277,41.819956,81.0
Juniata College,Huntingdon,Pennsylvania,Landmark Conference,D3,Q6313025,100.0,Juniata College,327900.0,0.6746,,61807.0,-78.017292,40.500523,100.0
Kalamazoo College,Kalamazoo,Michigan,Michigan Intercollegiate Athletic Association,D3,Q6350383,100.0,Kalamazoo College,227500.0,0.7433,,63808.0,-85.601857,42.290789,100.0
Kean University,Union Township,New Jersey,New Jersey Athletic Conference,D3,Q6382148,100.0,Kean University,262200.0,0.7805,1010.0,25863.0,-74.233503,40.677981,100.0
Keene State College,Keene,New Hampshire,Little East Conference,D3,Q6382897,100.0,Keene State College,259000.0,0.9066,,28880.0,-72.279276,42.926452,100.0
Kenyon College,Gambier,Ohio,North Coast Athletic Conference,D3,Q1797768,100.0,Kenyon College,306500.0,0.3689,1399.0,74550.0,-82.397977,40.374408,100.0
Keuka College,Keuka Park,New York,Empire 8,D3,Q6395612,100.0,Keuka College,274400.0,0.9091,,50240.0,-77.090562,42.615253,100.0
Keystone College,La Plume Township,Pennsylvania,Colonial States Athletic Conference,D3,Q91092085,36.0,Keystone College,328000.0,0.7874,991.0,39200.0,-75.777456,41.558969,36.0
King's College,Wilkes-Barre,Pennsylvania,MAC Freedom,D3,Q49088,100.0,Columbia College,770700.0,,,14989.0,-120.388385,38.030367,100.0
King's College,Wilkes-Barre,Pennsylvania,MAC Freedom,D3,Q49088,100.0,Columbia College,245600.0,,,37709.0,-92.326354,38.957388,100.0
King's College,Wilkes-Barre,Pennsylvania,MAC Freedom,D3,Q49088,100.0,Columbia University in the City of New York,270700.0,0.0666,1517.0,79750.0,-73.961885,40.808286,100.0
King's College,Wilkes-Barre,Pennsylvania,MAC Freedom,D3,Q49088,100.0,King's College,328200.0,0.8661,,52647.0,-75.879822,41.250097,100.0
King's College,Wilkes-Barre,Pennsylvania,MAC Freedom,D3,Q49088,100.0,Columbia College,343000.0,0.9707,964.0,33178.0,-81.029967,34.045581,100.0
King's College,Wilkes-Barre,Pennsylvania,MAC Freedom,D3,Q49088,100.0,Columbia College,4127300.0,,,,-77.249152,38.928425,100.0
King's College,Wilkes-Barre,Pennsylvania,MAC Freedom,D3,Q49088,100.0,Columbia College,4127301.0,,,,-77.434496,38.838042,100.0
Knox College,Galesburg,Illinois,Midwest Conference,D3,Q593199,100.0,Knox College,170400.0,0.7084,1229.0,60393.0,-90.373165,40.943064,100.0
University of La Verne,La Verne,California,Southern California Intercollegiate Athletic Conference,D3,Q8214783,100.0,University of La Verne,121600.0,0.7625,1054.0,60759.0,-117.773262,34.100855,100.0
LaGrange College,LaGrange,Georgia,Collegiate Conference of the South,D3,Q6460745,100.0,LaGrange College,157800.0,0.5967,1077.0,46034.0,-85.043113,33.038564,100.0
Lake Forest College,Lake Forest,Illinois,Midwest Conference,D3,Q6475861,100.0,Lake Forest College,170600.0,0.5761,,62405.0,-87.827454,42.249574,100.0
Lakeland University,Sheboygan,Wisconsin,Northern Athletics Collegiate Conference,D3,Q6478782,100.0,Lakeland University,385400.0,0.9247,,43694.0,-87.883414,43.841573,100.0
Lancaster Bible College,Lancaster,Pennsylvania,United East Conference,D3,Q6483113,100.0,Lancaster Bible College,328500.0,0.9668,1087.0,36544.0,-76.287761,40.075347,100.0
Lawrence University,Appleton,Wisconsin,Midwest Conference,D3,Q1809286,100.0,Lawrence University,385600.0,0.6892,1323.0,62166.0,-88.397822,44.261323,100.0
Lehman College,The Bronx,New York,City University of New York Athletic Conference,D3,Q1128593,100.0,CUNY Lehman College,702200.0,0.4701,1020.0,13704.0,-73.895379,40.872962,85.0
Lesley University,Boston,Massachusetts,New England Collegiate Conference(North Atlantic Conference in 2023),D3,Q6530549,100.0,Lesley University,216000.0,0.8381,,47620.0,-71.117303,42.38012,100.0
LeTourneau University,Longview,Texas,American Southwest Conference,D3,Q6506488,100.0,LeTourneau University,358400.0,0.5611,1227.0,44629.0,-94.726394,32.46632,100.0
Lewis & Clark College,Portland,Oregon,Northwest Conference,D3,Q4227955,100.0,Lewis & Clark College,319700.0,0.7982,1313.0,68735.0,-122.669137,45.450882,100.0
