School,City,State,Conference,Division,WikidataID,Score,School_doe,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude,Score_doe
Missouri State University,Springfield,Missouri,Missouri Valley Conference,D1,Q1249251,100.0,Missouri State University-Springfield,250300.0,0.8657,1183.0,21859.0,-93.281281,37.199258,81.0
Northern Illinois University,DeKalb,Illinois,Missouri Valley Conference,D1,Q1191344,100.0,Northern Illinois University,173700.0,0.5925,,26312.0,-88.766428,41.933869,100.0
Southern Illinois University Edwardsville,Edwardsville,Illinois,Missouri Valley Conference,D1,Q519349,100.0,Southern Illinois University-Edwardsville,175900.0,0.8505,1154.0,24244.0,-89.997779,38.793949,100.0
University of Illinois Chicago,Chicago,Illinois,Missouri Valley Conference,D1,Q955764,100.0,University of Illinois Chicago,177600.0,0.7263,1159.0,25831.0,-87.650503,41.871837,100.0
Western Michigan University,Kalamazoo,Michigan,Missouri Valley Conference,D1,Q1546191,100.0,Western Michigan University,233000.0,0.8494,1129.0,26567.0,-85.613759,42.282194,100.0
Central Connecticut State University,New Britain,Connecticut,Northeast Conference,D1,Q1053764,100.0,Central Connecticut State University,137800.0,0.6485,1062.0,22518.0,-72.765991,41.692502,100.0
Fairleigh Dickinson University,Madison & Florham Park,New Jersey,Northeast Conference,D1,Q1393301,100.0,,,,,,,,
Howard University,Washington,D.C.,Northeast Conference,D1,Q1068752,100.0,Howard University,144800.0,0.3864,1192.0,45971.0,-77.018966,38.922392,100.0
Long Island University,Brookville,New York,Northeast Conference,D1,Q1783603,100.0,Long Island University,275100.0,0.8501,1194.0,50591.0,-73.593678,40.820714,100.0
Merrimack College,North Andover,Massachusetts,Northeast Conference,D1,Q558957,100.0,Merrimack College,212000.0,0.8164,,59617.0,-71.124216,42.668344,100.0
Sacred Heart University,Fairfield,Connecticut,Northeast Conference,D1,Q1276963,100.0,Sacred Heart University,140300.0,0.6553,,61591.0,-73.243332,41.220893,100.0
Sacred Heart University,Fairfield,Connecticut,Northeast Conference,D1,Q1276963,100.0,Universidad del Sagrado Corazon,393700.0,0.4331,,19185.0,-66.059617,18.441166,100.0
St. Francis College,"Brooklyn, New York City",New York,Northeast Conference,D1,Q530424,100.0,St. Francis College,282000.0,0.8452,964.0,32776.0,-73.992164,40.693228,100.0
Saint Francis University,Loretto,Pennsylvania,Northeast Conference,D1,Q7401271,100.0,Saint Francis University,336600.0,0.5935,1134.0,54101.0,-78.63904,40.506734,100.0
Stonehill College,Easton,Massachusetts,Northeast Conference,D1,Q14715866,100.0,Stonehill College,221700.0,0.6896,,62253.0,-71.080632,42.05905,100.0
"University of California, Berkeley",Berkeley,California,Pac-12 Conference,D1,Q168756,100.0,University of California-Berkeley,131200.0,0.1748,1437.0,39016.0,-122.260463,37.871918,100.0
Oregon State University,Corvallis,Oregon,Pac-12 Conference,D1,Q861888,100.0,Oregon State University,321000.0,0.8173,1201.0,27595.0,-123.274723,44.56395,100.0
San Diego State University,San Diego,California,Pac-12 Conference,D1,Q913861,100.0,San Diego State University,115100.0,0.367,1207.0,23367.0,-117.071228,32.77525,100.0
Stanford University,Stanford,California,Pac-12 Conference,D1,Q41506,100.0,Stanford University,130500.0,0.0519,1491.0,74570.0,-122.167359,37.429434,100.0
"University of California, Los Angeles",Los Angeles,California,Pac-12 Conference,D1,Q174710,100.0,University of California-Los Angeles,131500.0,0.1433,,35497.0,-118.442179,34.07178,100.0
"University of California, Los Angeles",Los Angeles,California,Pac-12 Conference,D1,Q174710,100.0,Los Angeles Film School,4037300.0,,,,-118.3284,34.098338,70.0
"University of California, Los Angeles",Los Angeles,California,Pac-12 Conference,D1,Q174710,100.0,Los Angeles Center,1092303.0,,,,,,69.0
University of Washington,Seattle,Washington,Pac-12 Conference,D1,Q219563,100.0,,,,,,,,
American University,Washington,D.C.,Patriot League,D1,Q168000,100.0,American University,143400.0,0.3865,1328.0,66416.0,-77.088875,38.936005,100.0
United States Military Academy,West Point,New York,Patriot League,D1,Q9219,100.0,United States Military Academy,289300.0,0.0864,1359.0,,-73.956603,41.390479,100.0
Boston University,Boston,Massachusetts,Patriot League,D1,Q49110,100.0,Boston University,213000.0,0.2009,1419.0,74911.0,-71.107942,42.351118,100.0
Bucknell University,Lewisburg,Pennsylvania,Patriot League,D1,Q3444679,100.0,Bucknell University,323800.0,0.3753,1353.0,75400.0,-76.882616,40.954317,100.0
Colgate University,Hamilton,New York,Patriot League,D1,Q1191335,100.0,Colgate University,270100.0,0.2747,1404.0,75000.0,-75.536346,42.819475,100.0
Colgate University,Hamilton,New York,Patriot League,D1,Q1191335,100.0,Hamilton College,272800.0,0.1841,1462.0,72190.0,-75.408195,43.050245,100.0
College of the Holy Cross,Worcester,Massachusetts,Patriot League,D1,Q2620177,100.0,Holy Cross College,726300.0,0.7702,1283.0,44469.0,-86.253822,41.698996,100.0
College of the Holy Cross,Worcester,Massachusetts,Patriot League,D1,Q2620177,100.0,College of the Holy Cross,214100.0,0.3794,1371.0,71448.0,-71.808214,42.23752,100.0
Lafayette College,Easton,Pennsylvania,Patriot League,D1,Q1592074,100.0,Lafayette College,328400.0,0.3557,1360.0,74016.0,-75.209786,40.69956,100.0
Lehigh University,Bethlehem,Pennsylvania,Patriot League,D1,Q622137,100.0,Lehigh University,328900.0,0.4954,1366.0,71310.0,-75.380236,40.606822,100.0
Loyola University Maryland,Baltimore,Maryland,Patriot League,D1,Q5399470,100.0,Loyola University Maryland,207800.0,0.8024,,67196.0,-76.621872,39.346358,100.0
United States Naval Academy,Annapolis,Maryland,Patriot League,D1,Q559549,100.0,United States Naval Academy,210100.0,0.0908,1367.0,,-76.481692,38.980507,100.0
East Tennessee State University,Johnson City,Tennessee,Southern Conference,D1,Q634669,100.0,East Tennessee State University,348700.0,0.7838,1167.0,22323.0,-82.366954,36.301643,100.0
Furman University,Greenville,South Carolina,Southern Conference,D1,Q1475020,100.0,Furman University,343400.0,0.6525,1356.0,67299.0,-82.440458,34.924676,100.0
Mercer University,Macon,Georgia,Southern Conference,D1,Q1798612,100.0,Mercer University,158000.0,0.7816,1285.0,52940.0,-83.648295,32.831787,100.0
University of North Carolina at Greensboro,Greensboro,North Carolina,Southern Conference,D1,Q1321380,100.0,University of North Carolina at Greensboro,297600.0,0.8754,1093.0,19179.0,-79.809414,36.068236,100.0
Virginia Military Institute,Lexington,Virginia,Southern Conference,D1,Q785357,100.0,Virginia Military Institute,375300.0,0.5988,1180.0,32420.0,-79.437067,37.7896,100.0
Wofford College,Spartanburg,South Carolina,Southern Conference,D1,Q8029049,100.0,Wofford College,345700.0,0.53,,62262.0,-81.933568,34.959411,100.0
University of Denver,Denver,Colorado,The Summit League,D1,Q519427,100.0,University of Denver,137100.0,0.6067,1296.0,69469.0,-104.963259,39.678005,100.0
Eastern Illinois University,Charleston,Illinois,The Summit League,D1,Q624985,100.0,Eastern Illinois University,167400.0,0.5554,1058.0,24125.0,-88.175658,39.479843,100.0
University of Missouri–Kansas City,Kansas City,Missouri,The Summit League,D1,Q940690,100.0,University of Missouri-Kansas City,251800.0,0.6301,1184.0,22897.0,-94.582141,39.034179,100.0
University of Missouri–Kansas City,Kansas City,Missouri,The Summit League,D1,Q940690,100.0,Kansas City University,247400.0,,,,-94.561374,39.107553,79.0
University of Missouri–Kansas City,Kansas City,Missouri,The Summit League,D1,Q940690,100.0,Kansas City University,247401.0,,,,-94.527028,37.057686,79.0
Lindenwood University,St. Charles,Missouri,The Summit League,D1,Q5617088,100.0,Lindenwood University,248000.0,0.9213,1111.0,30609.0,-90.501286,38.785425,100.0
University of Nebraska Omaha,Omaha,Nebraska,The Summit League,D1,Q2495890,100.0,University of Nebraska at Omaha,255400.0,0.8229,1115.0,19797.0,-96.008516,41.258769,100.0
Oral Roberts University,Tulsa,Oklahoma,The Summit League,D1,Q3121493,100.0,Oral Roberts University,398500.0,0.7839,1133.0,44006.0,-95.952547,36.049129,100.0
University of St. Thomas,Saint Paul,Minnesota,The Summit League,D1,Q1164229,100.0,University of St Thomas,234500.0,0.874,1249.0,57785.0,-93.188986,44.943439,100.0
University of St. Thomas,Saint Paul,Minnesota,The Summit League,D1,Q1164229,100.0,University of St Thomas,365400.0,0.9609,,42652.0,-95.393102,29.736438,100.0
University of Southern Indiana,Evansville,Indiana,The Summit League,D1,Q940289,100.0,University of Southern Indiana,180800.0,0.9387,1089.0,20146.0,-87.677214,37.962374,100.0
Western Illinois University,Macomb,Illinois,The Summit League,D1,Q1474005,100.0,Western Illinois University,178000.0,0.6696,1011.0,26287.0,-90.686899,40.468086,100.0
Coastal Carolina University,Conway,South Carolina,Sun Belt Conference,D1,Q1104405,100.0,Coastal Carolina University,345100.0,0.7045,1108.0,24313.0,-79.011767,33.794995,100.0
Georgia Southern University,Statesboro,Georgia,Sun Belt Conference,D1,Q624959,100.0,Georgia Southern University,157200.0,0.9117,1083.0,22608.0,-81.784045,32.426153,100.0
Georgia State University,Atlanta,Georgia,Sun Belt Conference,D1,Q1509333,100.0,Georgia State University,157400.0,0.8094,1147.0,27206.0,-84.38667,33.7527,100.0
James Madison University,Harrisonburg,Virginia,Sun Belt Conference,D1,Q258943,100.0,James Madison University,372100.0,0.8049,1207.0,27996.0,-78.870484,38.436311,100.0
University of Kentucky,Lexington,Kentucky,Sun Belt Conference,D1,Q1360303,100.0,University of Kentucky,198900.0,0.9636,1223.0,30178.0,-84.504747,38.038911,100.0
Marshall University,Huntington,West Virginia,Sun Belt Conference,D1,Q1379613,100.0,Marshall University,381500.0,0.8925,1080.0,19586.0,-82.428964,38.422482,100.0
Old Dominion University,Norfolk,Virginia,Sun Belt Conference,D1,Q1474100,100.0,Old Dominion University,372800.0,0.9541,1071.0,25722.0,-76.30666,36.886418,100.0
University of South Carolina,Columbia,South Carolina,Sun Belt Conference,D1,Q1024426,100.0,University of South Carolina-Columbia,344800.0,0.6835,1268.0,28602.0,-81.026935,33.996788,100.0
University of South Carolina,Columbia,South Carolina,Sun Belt Conference,D1,Q1024426,100.0,South University-Columbia,1303907.0,,,28397.0,-80.961839,34.098042,83.0
West Virginia University,Morgantown,West Virginia,Sun Belt Conference,D1,Q115376,100.0,West Virginia University,382700.0,0.822,1145.0,22680.0,-79.954391,39.634371,100.0
Gonzaga University,Spokane,Washington,West Coast Conference,D1,Q1537303,100.0,Gonzaga University,377800.0,0.7289,1272.0,61761.0,-117.400625,47.666531,100.0
Loyola Marymount University,Los Angeles,California,West Coast Conference,D1,Q1786078,100.0,Loyola Marymount University,1164900.0,0.5014,1320.0,70235.0,-118.415744,33.97085,100.0
University of the Pacific,Stockton,California,West Coast Conference,D1,Q630226,100.0,University of the Pacific,132900.0,0.7075,1221.0,64784.0,-121.312301,37.981424,100.0
University of the Pacific,Stockton,California,West Coast Conference,D1,Q630226,100.0,Pacific University,321200.0,0.893,1166.0,62157.0,-123.108777,45.521394,100.0
University of Portland,Portland,Oregon,West Coast Conference,D1,Q513658,100.0,University of Portland,322400.0,0.7722,1233.0,64049.0,-122.726691,45.572724,100.0
Saint Mary's College of California,Moraga,California,West Coast Conference,D1,Q7401829,100.0,Saint Mary's College of California,130200.0,0.7731,1174.0,69071.0,-122.109031,37.840731,100.0
University of San Diego,San Diego,California,West Coast Conference,D1,Q262663,100.0,University of San Diego,1039500.0,0.587,,70440.0,-117.192073,32.770816,100.0
University of San Francisco,San Francisco,California,West Coast Conference,D1,Q1887879,100.0,University of San Francisco,132500.0,0.703,1248.0,69987.0,-122.450477,37.776618,100.0
Santa Clara University,Santa Clara,California,West Coast Conference,D1,Q992830,100.0,Santa Clara University,132600.0,0.5072,1367.0,74297.0,-121.93784,37.348362,100.0
United States Air Force Academy,Colorado Springs,Colorado,Western Athletic Conference,D1,Q1331280,100.0,United States Air Force Academy,136900.0,0.1343,1371.0,,-104.891358,39.010957,100.0
California Baptist University,Riverside,California,Western Athletic Conference,D1,Q1563992,100.0,California Baptist University,112500.0,0.8018,1064.0,48731.0,-117.425619,33.929321,100.0
Grand Canyon University,Phoenix,Arizona,Western Athletic Conference,D1,Q4570025,100.0,Grand Canyon University,107400.0,0.8069,,31376.0,-112.129929,33.513231,100.0
Houston Christian University,Houston,Texas,Western Athletic Conference,D1,Q5916417,100.0,Houston Baptist University,357600.0,0.7151,1101.0,43638.0,-95.515954,29.693819,100.0
San Jose State University,San Jose,California,Western Athletic Conference,D1,Q498526,100.0,San Jose State University,115500.0,0.6737,1127.0,25747.0,-121.880621,37.336569,100.0
Seattle University,Seattle,Washington,Western Athletic Conference,D1,Q615873,100.0,Seattle University,379000.0,0.8323,1249.0,63439.0,-122.318851,47.608859,100.0
"University of Nevada, Las Vegas",Paradise,Nevada,Western Athletic Conference,D1,Q2302311,100.0,University of Nevada-Las Vegas,256900.0,0.8102,1124.0,18756.0,-115.138462,36.106047,100.0
Utah Tech University,St. George,Utah,Western Athletic Conference,D1,Q1231724,100.0,Dixie State University,367100.0,,,17802.0,-113.565903,37.102769,100.0
Utah Valley University,Orem,Utah,Western Athletic Conference,D1,Q940919,100.0,Utah Valley University,402700.0,,,13597.0,-111.716456,40.281078,100.0
Utah Valley University,Orem,Utah,Western Athletic Conference,D1,Q940919,100.0,Provo College,2360800.0,,,23253.0,-111.68431,40.245294,59.0
University of Texas Rio Grande Valley,Edinburg,Texas,Western Athletic Conference,D1,Q17028121,100.0,The University of Texas Rio Grande Valley,359900.0,0.8239,1034.0,14250.0,-98.173567,26.306759,100.0
Academy of Art University,San Francisco,California,Pacific West Conference,D2,Q2822225,100.0,Academy of Art University,753100.0,,,43976.0,-122.400578,37.787943,100.0
Academy of Art University,San Francisco,California,Pacific West Conference,D2,Q2822225,100.0,Academy College,2050300.0,,,31816.0,-93.299809,44.855722,81.0
Adams State University,Alamosa,Colorado,Rocky Mountain Athletic Conference,D2,Q351971,100.0,Adams State University,134500.0,0.9988,1004.0,22317.0,-105.879642,37.473636,100.0
Adelphi University,Garden City,New York,Northeast-10 Conference,D2,Q4682076,100.0,Adelphi University,266600.0,0.7461,1162.0,53535.0,-73.653321,40.721439,100.0
University of Alabama in Huntsville,Huntsville,Alabama,Gulf South Conference,D2,Q1783148,100.0,University of Alabama in Huntsville,105500.0,0.7711,1300.0,24861.0,-86.640449,34.724557,100.0
Alderson Broaddus University,Philippi,West Virginia,Mountain East Conference,D2,Q4713754,100.0,Alderson Broaddus University,380600.0,0.5276,972.0,42676.0,-80.047728,39.158067,100.0
Alliance University,Manhattan,New York,Central Atlantic Collegiate Conference,D2,Q4732337,100.0,,,,,,,,
American International College,Springfield,Massachusetts,Northeast-10 Conference,D2,Q6048175,72.0,American International College,211400.0,0.6938,1015.0,51505.0,-72.558338,42.112346,72.0
Anderson University,Anderson,South Carolina,South Atlantic Conference,D2,Q4754215,100.0,Anderson University,178500.0,0.665,1071.0,44342.0,-85.664315,40.112768,100.0
Anderson University,Anderson,South Carolina,South Atlantic Conference,D2,Q4754215,100.0,Anderson University,341800.0,0.592,,44481.0,-82.640358,34.5152,100.0
Ashland University,Ashland,Ohio,Great Midwest Athletic Conference,D2,Q986122,100.0,Ashland University,301200.0,0.7435,1105.0,33775.0,-82.321061,40.861755,100.0
Assumption University,Worcester,Massachusetts,Northeast-10 Conference,D2,Q745391,100.0,Assumption University,211800.0,0.8092,,57238.0,-71.828991,42.294226,100.0
Auburn University at Montgomery,Montgomery,Alabama,Gulf South Conference,D2,Q758560,100.0,Auburn University at Montgomery,831000.0,0.9555,1061.0,20225.0,-86.177544,32.36736,100.0
Azusa Pacific University,Azusa,California,Pacific West Conference,D2,Q4583636,100.0,Azusa Pacific University,111700.0,0.936,,56802.0,-117.888375,34.130047,100.0
Barry University,Miami Shores,Florida,Sunshine State Conference,D2,Q809106,100.0,Barry University,146600.0,0.653,,47118.0,-80.198925,25.878908,100.0
Barton College,Wilson,North Carolina,Conference Carolinas,D2,Q4865607,100.0,Barton College,290800.0,0.4244,1030.0,46539.0,-77.913867,35.734376,100.0
Belmont Abbey College,Belmont,North Carolina,Conference Carolinas,D2,Q4884322,100.0,Belmont Abbey College,291000.0,0.801,1085.0,31943.0,-81.041315,35.260651,100.0
Bentley University,Waltham,Massachusetts,Northeast-10 Conference,D2,Q693674,100.0,Bentley University,212400.0,0.5782,1281.0,71094.0,-71.222839,42.385995,100.0
Biola University,La Mirada,California,Pacific West Conference,D2,Q864450,100.0,Biola University,112200.0,0.6438,1196.0,58012.0,-118.014374,33.906203,100.0
Biola University,La Mirada,California,Pacific West Conference,D2,Q864450,100.0,Angeles Institute,4164400.0,,,,-118.080741,33.875772,72.0
Bloomsburg University of Pennsylvania,Bloomsburg,Pennsylvania,Pennsylvania State Athletic Conference,D2,Q4928377,100.0,Bloomsburg University of Pennsylvania,331500.0,0.8903,,25058.0,-76.447844,41.00782,100.0
University of Bridgeport,Bridgeport,Connecticut,Central Atlantic Collegiate Conference,D2,Q1055874,100.0,University of Bridgeport,141600.0,0.7095,1026.0,53853.0,-73.190166,41.164741,100.0
"California State Polytechnic University, Humboldt",Arcata,California,California Collegiate Athletic Association,D2,Q624560,100.0,California State Polytechnic University-Humboldt,114900.0,0.8514,1081.0,24991.0,-124.078293,40.877481,100.0
"California State Polytechnic University, Pomona",Pomona,California,California Collegiate Athletic Association,D2,Q1026868,100.0,California State Polytechnic University-Pomona,114400.0,0.6481,1134.0,22365.0,-117.821476,34.057912,100.0
"California State University, Chico",Chico,California,California Collegiate Athletic Association,D2,Q1026912,100.0,California State University-Chico,114600.0,0.9017,1073.0,25073.0,-121.844859,39.729712,100.0
"California State University, Dominguez Hills",Carson,California,California Collegiate Athletic Association,D2,Q1026909,100.0,California State University-Dominguez Hills,114100.0,0.812,,15019.0,-118.255917,33.864766,100.0
"California State University, East Bay",Hayward,California,California Collegiate Athletic Association,D2,Q1026916,100.0,California State University-East Bay,113800.0,0.7328,,23357.0,-122.054135,37.657694,100.0
"California State University, Los Angeles",Los Angeles,California,California Collegiate Athletic Association,D2,Q1026932,100.0,California State University-Los Angeles,114000.0,0.7648,964.0,15307.0,-118.168965,34.066927,100.0
"California State University, Monterey Bay",Seaside,California,California Collegiate Athletic Association,D2,Q624686,100.0,California State University-Monterey Bay,3260300.0,0.8562,1058.0,23389.0,-121.796178,36.652397,100.0
"California State University, San Bernardino",San Bernardino,California,California Collegiate Athletic Association,D2,Q1026944,100.0,California State University-San Bernardino,114200.0,0.7812,988.0,19114.0,-117.323801,34.182622,100.0
California State University San Marcos,San Marcos,California,California Collegiate Athletic Association,D2,Q624691,100.0,California State University-San Marcos,3011300.0,0.7942,1039.0,22531.0,-117.159013,33.130569,100.0
"California State University, Stanislaus",Turlock,California,California Collegiate Athletic Association,D2,Q624564,100.0,California State University-Stanislaus,115700.0,0.8932,,17424.0,-120.852511,37.52577,100.0
Carson–Newman University,Jefferson City,Tennessee,South Atlantic Conference,D2,Q3445010,100.0,Carson-Newman University,348100.0,0.7932,1107.0,40422.0,-83.491709,36.122934,100.0
Catawba College,Salisbury,North Carolina,South Atlantic Conference,D2,Q5051596,100.0,Catawba College,291400.0,0.5212,1038.0,44235.0,-80.482751,35.691443,100.0
Cedarville University,Cedarville,Ohio,Great Midwest Athletic Conference,D2,Q5057029,100.0,Cedarville University,302500.0,0.5933,1251.0,42318.0,-83.814692,39.749237,100.0
Chaminade University of Honolulu,Honolulu,Hawai'i,Pacific West Conference,D2,Q1725405,100.0,Chaminade University of Honolulu,160500.0,0.8897,1056.0,38649.0,-157.807851,21.28995,100.0
University of Charleston,Charleston,West Virginia,Mountain East Conference,D2,Q117251,100.0,University of Charleston,381800.0,0.6148,1079.0,43829.0,-81.616244,38.333367,100.0
Chestnut Hill College,Philadelphia,Pennsylvania,Central Atlantic Collegiate Conference,D2,Q49118,63.0,Boston College,212800.0,0.2638,1433.0,75872.0,-71.169242,42.336213,100.0
Chestnut Hill College,Philadelphia,Pennsylvania,Central Atlantic Collegiate Conference,D2,Q49118,63.0,Chestnut Hill College,324500.0,0.7114,995.0,54599.0,-75.228742,40.08678,63.0
Chowan University,Murfreesboro,North Carolina,Conference Carolinas,D2,Q5105527,100.0,Chowan University,291600.0,0.6736,891.0,37161.0,-77.099141,36.436258,100.0
Christian Brothers University,Memphis,Tennessee,Gulf South Conference,D2,Q5109383,100.0,Christian Brothers University,348200.0,0.4994,1190.0,43939.0,-89.983241,35.127437,100.0
Clayton State University,Morrow,Georgia,Peach Belt Conference,D2,Q5130334,100.0,Clayton  State University,897600.0,0.6854,,18374.0,-84.328174,33.594079,100.0
Coker University,Hartsville,South Carolina,South Atlantic Conference,D2,Q1107305,100.0,Coker University,342700.0,0.9306,1008.0,42395.0,-80.070416,34.37696,100.0
Colorado Christian University,Lakewood,Colorado,Rocky Mountain Athletic Conference,D2,Q5148756,100.0,Colorado Christian University,940100.0,,,46894.0,-105.09456,39.71388,100.0
Colorado Mesa University,Grand Junction,Colorado,Rocky Mountain Athletic Conference,D2,Q1507218,100.0,Colorado Mesa University,135800.0,0.7544,,22143.0,-108.553275,39.080643,100.0
Colorado School of Mines,Golden,Colorado,Rocky Mountain Athletic Conference,D2,Q1111367,100.0,Colorado School of Mines,134800.0,0.5497,1372.0,36107.0,-105.223364,39.751443,100.0
Colorado State University–Pueblo,Pueblo,Colorado,Rocky Mountain Athletic Conference,D2,Q1111515,100.0,Colorado State University Pueblo,136500.0,0.9431,1022.0,21950.0,-104.579033,38.30859,100.0
University of Colorado Colorado Springs,Colorado Springs,Colorado,Rocky Mountain Athletic Conference,D2,Q2495841,100.0,University of Colorado Colorado Springs,450900.0,0.8961,,22169.0,-104.800296,38.892735,100.0
Concord University,Athens,West Virginia,Mountain East Conference,D2,Q5158896,100.0,Concord University,381000.0,0.914,972.0,16824.0,-81.006696,37.423723,100.0
Concordia University–Irvine,Irvine,California,Pacific West Conference,D2,Q5158998,100.0,Concordia University-Irvine,2070500.0,0.7818,1128.0,53235.0,-117.812305,33.653665,100.0
Converse University,Spartanburg,South Carolina,Conference Carolinas,D2,Q5166453,100.0,Converse University,343100.0,0.8244,1067.0,33858.0,-81.917881,34.955534,100.0
Daemen University,Amherst,New York,East Coast Conference,D2,Q5208240,39.0,Daemen University,280800.0,0.6178,,40900.0,-78.788111,42.965605,39.0
Dallas Baptist University,Dallas,Texas,Lone Star Conference,D2,Q5211272,100.0,Dallas Baptist University,356000.0,0.9858,1117.0,42855.0,-96.947006,32.710017,100.0
Dallas Baptist University,Dallas,Texas,Lone Star Conference,D2,Q5211272,100.0,Dallas College,445300.0,,,10819.0,-96.794036,32.766319,78.0
Davenport University,Grand Rapids,Michigan,Great Lakes Intercollegiate Athletic Conference,D2,Q5230267,100.0,Davenport University,224900.0,0.9256,,31321.0,-85.533519,42.850013,100.0
Davis & Elkins College,Elkins,West Virginia,Mountain East Conference,D2,Q5241825,100.0,Davis & Elkins College,381100.0,0.6905,,42233.0,-79.846022,38.931232,100.0
Delta State University,Cleveland,Mississippi,Gulf South Conference,D2,Q3887993,100.0,Delta State University,240300.0,0.9961,1063.0,20678.0,-90.735365,33.744745,100.0
University of the District of Columbia,Washington,District of Columbia,East Coast Conference,D2,Q3551751,100.0,University of the District of Columbia,144100.0,,,22638.0,-77.066247,38.943819,100.0
Dominican University New York,Orangeburg,New York,Central Atlantic Collegiate Conference,D2,Q5290735,52.0,Dominican College of Blauvelt,271300.0,0.7462,,43424.0,-73.950555,41.047419,100.0
Drury University,Springfield,Missouri,Great Lakes Valley Conference,D2,Q5309401,100.0,Drury University,246100.0,0.7068,1208.0,40913.0,-93.286192,37.219681,100.0
D'Youville University,Buffalo,New York,East Coast Conference,D2,Q5203187,100.0,D'Youville College,271200.0,0.8307,1064.0,38790.0,-78.890868,42.902636,100.0
East Stroudsburg University of Pennsylvania,East Stroudsburg,Pennsylvania,Pennsylvania State Athletic Conference,D2,Q5329446,100.0,East Stroudsburg University of Pennsylvania,332000.0,0.905,1007.0,24870.0,-75.173905,40.99599,100.0
Eastern New Mexico University,Portales,New Mexico,Lone Star Conference,D2,Q10854154,100.0,,,,,,,,
Eckerd College,St. Petersburg,Florida,Sunshine State Conference,D2,Q5332879,100.0,Eckerd College,148700.0,0.6858,,63342.0,-82.687043,27.715798,100.0
Embry–Riddle Aeronautical University,Daytona Beach,Florida,Sunshine State Conference,D2,Q3052113,100.0,Embry-Riddle Aeronautical University-Prescott,147902.0,0.6254,1239.0,54536.0,-112.449741,34.616766,89.0
Embry–Riddle Aeronautical University,Daytona Beach,Florida,Sunshine State Conference,D2,Q3052113,100.0,Embry-Riddle Aeronautical University-Daytona Beach,147900.0,0.6254,1239.0,54724.0,-81.048367,29.189903,84.0
Embry–Riddle Aeronautical University,Daytona Beach,Florida,Sunshine State Conference,D2,Q3052113,100.0,Embry-Riddle Aeronautical University-Worldwide,147900.0,0.6254,1239.0,24124.0,-81.048367,29.189903,100.0
Emmanuel College,Franklin Springs,Georgia,Conference Carolinas,D2,Q3052646,100.0,Emmanuel College,156300.0,0.5275,1005.0,31589.0,-83.14822,34.283641,100.0
Emmanuel College,Franklin Springs,Georgia,Conference Carolinas,D2,Q3052646,100.0,Emmanuel College,214700.0,0.7552,1202.0,58787.0,-71.103634,42.340602,100.0
Emory and Henry College,Emory,Virginia,South Atlantic Conference,D2,Q5373734,100.0,Emory & Henry College,370900.0,0.7541,1066.0,50310.0,-81.829142,36.772857,90.0
Erskine College,Due West,South Carolina,Conference Carolinas,D2,Q5395822,100.0,Erskine College,343200.0,0.6,1012.0,52411.0,-82.39095,34.332087,100.0
Felician University,Rutherford,New Jersey,Central Atlantic Collegiate Conference,D2,Q14705495,100.0,Felician University,261000.0,0.9355,973.0,49240.0,-74.096452,40.867272,100.0
University of Findlay,Findlay,Ohio,Great Midwest Athletic Conference,D2,Q7895390,100.0,The University of Findlay,304500.0,0.7959,1144.0,47032.0,-83.652313,41.053344,100.0
Flagler College,St. Augustine,Florida,Peach Belt Conference,D2,Q5456945,61.0,Flagler College,789300.0,0.5649,1125.0,35809.0,-81.314887,29.892733,61.0
Florida Southern College,Lakeland,Florida,Sunshine State Conference,D2,Q5461600,100.0,Florida Southern College,148800.0,0.5037,1230.0,52794.0,-81.948203,28.032443,100.0
Florida Institute of Technology,Melbourne,Florida,Sunshine State Conference,D2,Q3152650,100.0,Florida Institute of Technology,146900.0,0.7085,1241.0,59433.0,-80.622893,28.065815,100.0
Fort Hays State University,Hays,Kansas,Great American Conference,D2,Q591426,100.0,Fort Hays State University,191500.0,0.9135,,18111.0,-99.342503,38.872156,100.0
Fort Lewis College,Durango,Colorado,Rocky Mountain Athletic Conference,D2,Q1438597,100.0,Fort Lewis College,135300.0,0.9151,1037.0,23881.0,-107.867422,37.275939,100.0
Francis Marion University,Florence,South Carolina,Conference Carolinas,D2,Q1441652,100.0,Francis Marion University,922600.0,0.7525,990.0,21888.0,-79.652854,34.189777,100.0
Franklin Pierce University,Rindge,New Hampshire,Northeast-10 Conference,D2,Q5491762,100.0,Franklin Pierce University,257500.0,0.8468,,56500.0,-72.058011,42.78014,100.0
Fresno Pacific University,Fresno,California,Pacific West Conference,D2,Q2587376,100.0,Fresno Pacific University,125300.0,0.6694,1019.0,43317.0,-119.735199,36.726831,100.0
Frostburg State University,Frostburg,Maryland,Mountain East Conference,D2,Q1470544,100.0,Frostburg State University,207200.0,0.7361,1024.0,24650.0,-78.934293,39.650918,100.0
Gannon University,Erie,Pennsylvania,Pennsylvania State Athletic Conference,D2,Q5521430,100.0,Gannon University,326600.0,0.7924,1113.0,46867.0,-80.087166,42.128403,100.0
Georgia Southwestern State University,Americus,Georgia,Peach Belt Conference,D2,Q5547746,100.0,Georgia Southwestern State University,157300.0,0.734,1040.0,19125.0,-84.217738,32.054662,100.0
