School,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude,WikidataID,Score
Venus Beauty Academy,2061000.0,,,,-75.273105,39.908715,,
Washington Health System School of Nursing,658200.0,,,,-80.245709,40.183984,,
Welder Training and Testing Institute,1162200.0,,,,-75.447263,40.626469,,
Western Pennsylvania Hospital School of Nursing,658300.0,0.6552,,21053.0,-79.945111,40.462132,,
Williamson College of the Trades,4123800.0,0.3022,,38460.0,-75.422024,39.90807,,
Yeshivath Beth Moshe,1313400.0,0.8333,,17300.0,-75.656191,41.394852,,
York College of Pennsylvania,339900.0,0.7077,1096.0,32801.0,-76.727984,39.94614,,
YTI Career Institute-York,2127400.0,,,,-76.660321,39.992432,,
New England Institute of Technology,784500.0,0.6914,,45601.0,-71.502892,41.661783,,
New England Tractor Trailer Training School of Rhode Island,2584400.0,,,,-71.405906,41.880296,,
Empire Beauty School-Warwick,1260608.0,,,,-71.422425,41.821724,,
Aiken Technical College,1005600.0,,,10824.0,-81.841666,33.533833,,
Technical College of the Lowcountry,991000.0,,,14246.0,-80.689468,32.420197,,
Charleston Cosmetology Institute,2356600.0,,,,-80.111988,32.91777,,
Charzanne Beauty College,2338600.0,,,,-82.138883,34.212583,,
Greenville Technical College,399100.0,,,13829.0,-82.371178,34.826212,,
Horry-Georgetown Technical College,492500.0,,,12449.0,-79.003611,33.79614,,
Kenneth Shuler School of Cosmetology-North Augusta,3052300.0,,,,-81.957885,33.497587,,
Kenneth Shuler School of Cosmetology and Nails-Columbia,2341100.0,,,,-81.132969,34.045282,,
Limestone University,343600.0,0.6829,1089.0,42137.0,-81.649161,35.057076,,
Midlands Technical College,399300.0,,,12160.0,-81.115761,33.949325,,
University of South Carolina-Lancaster,345300.0,0.75,992.0,16216.0,-80.787069,34.736282,,
University of South Carolina-Salkehatchie,345400.0,0.854,906.0,20465.0,-81.301838,33.014312,,
University of South Carolina-Sumter,342600.0,0.7222,994.0,17224.0,-80.373459,33.934698,,
University of South Carolina-Union,492700.0,0.8352,925.0,19846.0,-81.621042,34.717771,,
University of South Carolina-Upstate,695100.0,0.5954,1005.0,23660.0,-81.970583,34.996403,,
Spartanburg Methodist College,344700.0,0.8264,,29320.0,-81.970863,34.955117,,
Sumter Beauty College,2567600.0,,,,-80.350824,33.945259,,
The Salon Professional Academy,2137100.0,,,,-103.228651,44.079979,,
Paul Mitchell the School-Rapid City,2297800.0,,,,-103.222781,44.08202,,
Avera McKennan Hospital School of Radiologic Technology,492900.0,,,,-96.715584,43.533972,,
Avera Sacred Heart Hospital,598700.0,,,,-97.407865,42.872359,,
Western Dakota Technical College,1017000.0,,,19915.0,-103.179501,44.076648,,
Arnolds Beauty School,2257400.0,,,,-88.760125,35.919195,,
Tennessee College of Applied Technology-Athens,535800.0,,,,-84.630484,35.442944,,
Austin's Beauty College Inc,4142000.0,,,,-87.362846,36.521386,,
Concorde Career College-Memphis,2157100.0,0.9804,,,-89.891723,35.112892,,
Tennessee College of Applied Technology-Covington,528000.0,,,,-89.659976,35.545225,,
Tennessee College of Applied Technology-Dickson,778200.0,,,,-87.366455,36.050549,,
Hussian College-Daymar College Nashville,746902.0,0.9168,,29827.0,-86.671921,36.14608,,
Chattanooga College Medical Dental and Technical Careers,2204200.0,,,29102.0,-85.238131,35.13314,,
Tennessee College of Applied Technology-Elizabethton,528100.0,,,,-82.178198,36.366033,,
The Hair Academy LLC,2595000.0,,,,-86.577055,35.153554,,
Freed-Hardeman University,349200.0,0.8085,1185.0,35099.0,-88.637964,35.440611,,
Tennessee College of Applied Technology-Harriman,1032600.0,,,,-84.517871,35.966107,,
Tennessee College of Applied Technology-Hartsville,528200.0,,,,-86.14366,36.387191,,
Tennessee College of Applied Technology-Hohenwald,535600.0,,,,-87.573757,35.551687,,
Tennessee College of Applied Technology-Jacksboro,1070000.0,,,,-84.208918,36.3175,,
John A Gupton College,885900.0,0.7647,1050.0,18928.0,-86.7948,36.156633,,
Paul Mitchell the School-Murfreesboro,2153100.0,,,,-86.42068,35.849141,,
Tennessee College of Applied Technology-Livingston,535300.0,,,,-85.317248,36.39594,,
Tennessee College of Applied Technology-McKenzie,535200.0,,,,-88.492615,36.137048,,
Genesis Career College-Cookeville,865500.0,,,,-85.485574,36.176484,,
Tennessee College of Applied Technology-Memphis,536000.0,,,,-90.039188,35.150262,,
Tennessee College of Applied Technology-Murfreesboro,2103500.0,,,,-86.41026,35.845661,,
Lincoln College of Technology-Nashville,793803.0,,,,-86.744005,36.194393,,
Tennessee College of Applied Technology-Paris,2237900.0,,,,-88.296432,36.296408,,
Tennessee College of Applied Technology-Pulaski,946400.0,,,,-87.007818,35.191308,,
Tennessee College of Applied Technology-Ripley,1216400.0,,,,-89.519264,35.779827,,
Tennessee College of Applied Technology-Crump,535700.0,,,,-88.319153,35.221452,,
Tennessee College of Applied Technology-Shelbyville,537900.0,,,,-86.421097,35.485655,,
Tennessee College of Applied Technology-Oneida-Huntsville,971000.0,,,,-84.528273,36.408177,,
Tennessee College of Applied Technology-Crossville,402600.0,,,,-85.039137,35.946609,,
Tennessee College of Applied Technology-McMinnville,530700.0,,,,-85.74531,35.70137,,
Tennessee College of Applied Technology-Jackson,535400.0,,,,-88.919805,35.606795,,
Tennessee College of Applied Technology-Knoxville,402500.0,,,,-83.964151,35.957,,
Tennessee College of Applied Technology-Whiteville,2092800.0,,,,-89.159449,35.319574,,
Tennessee Wesleyan University,352500.0,0.6092,1096.0,33219.0,-84.592728,35.446331,,
Tennessee School of Beauty of Knoxville Inc,956700.0,,,,-83.995119,35.974432,,
William R Moore College of Technology,1155300.0,,,19085.0,-90.020138,35.144855,,
Amarillo College,354000.0,,,10856.0,-101.846988,35.187839,,
Angelina College,666100.0,,,12303.0,-94.731625,31.287444,,
Arlington Career Institute,2521200.0,,,,-97.052772,32.77244,,
The Art Institute of Houston,2117100.0,,,28348.0,-95.445766,29.73025,,
Baldwin Beauty School-South Austin,1226800.0,,,,-97.783062,30.241662,,
Baptist Health System School of Health Professions,660600.0,,,,-98.567486,29.517063,,
Remington College-Dallas Campus,3026500.0,,,25150.0,-96.654105,32.860595,,
Vet Tech Institute of Houston,2144800.0,0.7794,,20046.0,-95.455533,29.728907,,
Charles and Sues School of Hair Design,1293000.0,,,,-96.340102,30.6528,,
BK Cosmo College of Cosmetology,2058600.0,,,,-99.15037,30.055075,,
North Central Texas College,355800.0,,,9954.0,-97.1658,33.6188,,
Paul Mitchell the School-Dallas,1248300.0,,,,-96.843526,32.973328,,
Dallas Institute of Funeral Service,1076100.0,,,20754.0,-96.683404,32.771368,,
Texas A&M University-Texarkana,3170300.0,0.9646,1035.0,19447.0,-94.103617,33.490482,,
Exposito School of Hair Design,2267100.0,,,,-101.881271,35.183578,,
Miami International University of Art & Design-Art Institute Dallas,887807.0,,,31913.0,-96.767823,32.871008,,
Fort Worth Beauty School,2306700.0,,,,-97.420695,32.82338,,
Frank Phillips College,356800.0,,,12875.0,-101.406005,35.657778,,
Jacksonville College-Main Campus,357900.0,,,16854.0,-95.281311,31.965846,,
KD Conservatory College of Film and Dramatic Arts,2318200.0,0.7089,,25478.0,-96.841975,32.808265,,
Lamar State College-Orange,2358200.0,,,7728.0,-93.732235,30.0922,,
Lamar State College-Port Arthur,2348500.0,,,12055.0,-93.925886,29.880385,,
Laredo Beauty College Inc,1229700.0,,,,-99.480788,27.523791,,
Lincoln College of Technology-Grand Prairie,793804.0,,,,-97.056391,32.701684,,
College of the Mainland,709600.0,,,7826.0,-94.999602,29.39581,,
Covenant School of Nursing and Allied Health,661200.0,,,,-101.937872,33.5757,,
William Edge Institute,849800.0,,,,-98.100952,29.698282,,
Southern Careers Institute-Austin,3035300.0,,,,-97.784318,30.226743,,
Tint School of Makeup & Cosmetology,3035205.0,,,,-96.983082,32.829511,,
Lone Star College System,1114500.0,,,13738.0,-95.488103,30.18737,,
Oblate School of Theology,359500.0,,,,-98.503113,29.505434,,
Ocean Corporation,2600200.0,,,,-95.57034,29.665467,,
Ogle School Hair Skin Nails-Arlington,1301600.0,,,,-97.140906,32.720698,,
Ogle School Hair Skin Nails-Ft Worth,2230500.0,,,,-97.417657,32.681742,,
Aviation Institute of Maintenance-Houston,4146700.0,,,26027.0,-95.28262,29.65852,,
Seguin Beauty School-Seguin,2521800.0,,,,-97.96436,29.569142,,
South Plains College,361100.0,,,11908.0,-102.365075,33.575904,,
South Texas Barber College Inc,3922300.0,,,,-97.417156,27.754868,,
South Texas Vocational Technical Institute-Weslaco,2548800.0,,,,-98.006077,26.176606,,
Miller-Motte College-STVT-McAllen,2306809.0,,,,-98.238293,26.188539,,
Southwest School of Business and Technical Careers-San Antonio,2218300.0,,,,-98.49583,29.357965,,
Tarrant County College District,362600.0,,,10851.0,-97.327941,32.747495,,
Texarkana College,362800.0,,,12704.0,-94.078,33.441868,,
Texas Chiropractic College Foundation Inc,363500.0,,,,-95.150135,29.663702,,
Tyler Junior College,364800.0,,,16364.0,-95.284122,32.33601,,
Universal Technical Institute of Texas Inc.,2362000.0,,,,-95.412113,29.990487,,
UCAS University of Cosmetology Arts & Sciences-McAllen,2285900.0,,,,-98.21787,26.279439,,
Victoria Beauty College Inc,1202000.0,,,,-96.990854,28.807928,,
Vogue College of Cosmetology-McAllen,4178400.0,,,,-98.223022,26.232656,,
Weatherford College,366400.0,,,13870.0,-97.792629,32.74133,,
Bridgerland Technical College,2115400.0,,,,-111.850619,41.756188,,
Broadview College,1116600.0,,,27859.0,-111.942296,40.609883,,
Cameo College of Essential Beauty,3921300.0,,,,-111.887832,40.645694,,
Collectiv Academy,2078800.0,,,,-111.851661,40.56441,,
Davis Technical College,2156600.0,,,,-111.925227,41.028956,,
Evans Hairstyling College-Cedar City,2573100.0,,,,-113.064394,37.679851,,
Evans Hairstyling College-St George,2572700.0,,,,-113.56287,37.108487,,
Paul Mitchell the School-Salt Lake City,2556800.0,,,,-111.835077,40.666643,,
Eagle Gate College-Murray,2178500.0,,,22097.0,-111.903609,40.649984,,
Ensign College,367200.0,,,12291.0,-111.9002,40.77113,,
Ogden-Weber Technical College,2346500.0,,,,-111.964808,41.264286,,
Snow College,367900.0,,,12322.0,-111.58296,39.360177,,
Uintah Basin Technical College,1116500.0,,,,-109.97534,40.299059,,
New England Culinary Institute,2254000.0,,,37256.0,-72.575081,44.261307,,
O'Briens Aveda Institute,865800.0,,,,-73.102721,44.447199,,
Paul Mitchell the School-Roanoke,3010700.0,,,,-79.95759,37.255284,,
Central School of Practical Nursing,2128700.0,,,,-76.210274,36.869309,,
Allegiance Beauty School,2538800.0,,,,-76.563917,36.739517,,
Bryant & Stratton College-Virginia Beach,267811.0,,,22380.0,-76.13819,36.827826,,
Centura College-Virginia Beach,2334400.0,,,31373.0,-76.064499,36.837648,,
Mary Baldwin University,372300.0,0.871,1042.0,43427.0,-79.069273,38.153884,,
Sovah School of Health Professions,2111600.0,,,,-79.405312,36.577965,,
Sentara College of Health Sciences,3106500.0,,,,-76.243308,36.777043,,
Tidewater Tech-Trades,2320900.0,,,28062.0,-76.234223,36.866307,,
Southside College of Health Sciences,1274400.0,,,,-77.400278,37.267704,,
Sylvain Melloul International Hair Academy,1159600.0,,,,-79.179789,37.364298,,
Fortis College-Norfolk,3361402.0,,,30560.0,-76.190241,36.846983,,
Richard Bland College,370700.0,0.7093,,20438.0,-77.399932,37.156972,,
Bon Secours Memorial College of Nursing,1004300.0,,,,-77.433569,37.646698,,
Riverside College of Health Careers,2140000.0,,,22400.0,-76.456164,37.034972,,
Bon Secours St Mary's Hospital School of Medical Imaging,2358500.0,,,,-77.433201,37.64687,,
Southeastern Free Will Baptist Bible College,4274000.0,,,17258.0,-78.4164,35.80023,,
Staunton School of Cosmetology,953500.0,,,,-79.070811,38.149508,,
Strayer University-Virginia,145901.0,,,28284.0,-77.085294,38.890995,,
Sweet Briar College,374200.0,0.7595,1100.0,38835.0,-79.081014,37.556725,,
Asher Institute of Hampton,953700.0,,,,-76.425917,37.026859,,
Virginia Wesleyan University,376700.0,0.7399,1095.0,50408.0,-76.18606,36.868417,,
Bellingham Technical College,499900.0,,,11694.0,-122.51216,48.766189,,
Paul Mitchell the School-Richland,3065000.0,,,,-119.246059,46.22626,,
Columbia Basin College,377400.0,,,16567.0,-119.12103,46.25216,,
Cornish College of the Arts,1231500.0,0.7888,,50370.0,-122.336238,47.618174,,
Paroba College of Cosmetology,2184200.0,,,,-122.243673,47.907818,,
Pierce College District,500000.0,,,14465.0,-122.570935,47.172082,,
Glen Dow Academy of Hair Design,973900.0,,,,-117.416526,47.657719,,
Grays Harbor College,377900.0,,,13484.0,-123.803068,46.953881,,
Toni & Guy Hairdressing Academy-Shoreline,1249600.0,,,,-122.344548,47.761696,,
International Air and Hospitality Academy,2222900.0,,,,-122.639759,45.627871,,
Highlights Beauty Schools,2203300.0,,,,-122.312814,47.779174,,
Lake Washington Institute of Technology,537300.0,,,14884.0,-122.167131,47.705077,,
BJ's Beauty & Barber College,2541900.0,,,,-122.483385,47.208428,,
Perry Technical Institute,938700.0,,,,-120.537976,46.571492,,
Renton Technical College,1043400.0,,,14098.0,-122.176303,47.489206,,
Skagit Valley College,379200.0,,,13775.0,-122.30894,48.437194,,
Stylemaster College of Hair Design,2202200.0,,,,-122.934592,46.136018,,
Appalachian Beauty School,2159100.0,,,,-82.266793,37.624479,,
B M Spurr School of Practical Nursing,1235900.0,0.625,,,-80.752394,39.946126,,
Ben Franklin Career Center,1274300.0,,,18956.0,-81.75353,38.367234,,
Cabell County Career Technology Center,2275300.0,,,,-82.372418,38.403244,,
Charleston School of Beauty Culture,2178200.0,,,,-81.634583,38.349945,,
Clarksburg Beauty Academy and School of Massage Therapy,895900.0,,,,-80.339054,39.279875,,
James Rumsey Technical Institute,835500.0,,,,-77.978583,39.5328,,
Ralph R Willis Career and Technical Center,2524500.0,,,,-81.94289,37.82694,,
Mercer County Technical Education Center,2535500.0,0.8197,,,-81.104647,37.360024,,
Meredith Manor International Equestrian Center,3052000.0,,,27011.0,-81.398107,39.298354,,
Monongalia County Technical Education Center,1290400.0,0.7879,,,-79.957275,39.611165,,
Morgantown Beauty College Inc,3102100.0,,,,-79.954593,39.628866,,
Potomac State College of West Virginia University,382711.0,0.822,1145.0,14947.0,-78.981441,39.438323,,
Southern West Virginia Community and Technical College,381600.0,,,11655.0,-82.023014,37.851756,,
Fred W Eberle Technical Center,2534800.0,,,,-80.225278,39.001908,,
West Virginia School of Osteopathic Medicine,1124500.0,,,,-80.43782,37.804273,,
West Virginia University Hospital Departments of Rad Tech and Nutrition,1257300.0,,,,-79.957959,39.654269,,
West Virginia Junior College-Charleston,1057300.0,,,21678.0,-81.789743,38.422967,,
International Beauty School 4,760000.0,,,,-77.965463,39.456357,,
Wood County School of Practical Nursing,1174900.0,,,,-81.54796,39.242596,,
VICI Beauty School,1148400.0,,,,-88.049912,42.969877,,
Bellin College,663900.0,0.9571,1140.0,30000.0,-87.921722,44.468277,,
The Professional Hair Design Academy,3220300.0,,,,-91.461714,44.783374,,
Milwaukee Institute of Art & Design,2077100.0,0.6195,,49204.0,-87.907925,43.030917,,
Moraine Park Technical College,925600.0,,,13233.0,-88.417656,43.785224,,
Northcentral Technical College,538700.0,,,14835.0,-89.646369,44.986458,,
Sacred Heart Seminary and School of Theology,2078000.0,,,,-88.04438,42.910829,,
State College of Beauty Culture Inc,941900.0,,,,-89.618062,44.936911,,
Southwest Wisconsin Technical College,766900.0,,,14418.0,-90.637714,42.976238,,
Chippewa Valley Technical College,530400.0,,,15054.0,-91.505675,44.794867,,
Northwood Technical College,1182400.0,,,14472.0,-91.916484,45.747831,,
Herzing University-Madison,962100.0,0.9201,,29140.0,-89.291561,43.14415,,
Casper College,392800.0,,,12427.0,-106.326712,42.832788,,
Central Wyoming College,728900.0,,,12408.0,-108.426738,43.030556,,
Cheeks Beauty Academy,2211900.0,,,,-104.816751,41.134123,,
Institute of Beauty Careers,2343600.0,,,,-66.719492,18.468413,,
Educational Technical College-Recinto de Bayamon,2570400.0,,,,-66.151679,18.398885,,
Antilles School of Technical Careers,2234900.0,,,,-66.059206,18.438416,,
Columbia Central University-Caguas,890200.0,0.9383,,10986.0,-66.022543,18.22329,,
Caribbean University-Carolina,1252503.0,,,9432.0,-65.960036,18.380193,,
Pontifical Catholic University of Puerto Rico-Arecibo,393601.0,0.9234,,14892.0,-66.679114,18.446006,,
CEM College-San Juan,2189100.0,,,14223.0,-66.035797,18.393955,,
Universidad Teologica del Caribe,2335500.0,,,12003.0,-66.010617,18.373928,,
Universidad Ana G. Mendez-Cupey Campus,2587500.0,,,13286.0,-66.061647,18.387183,,
Center for Advanced Studies On Puerto Rico and the Caribbean,2166000.0,,,,-66.11841,18.466567,,
EDP University of Puerto Rico Inc-San Sebastian,2165101.0,0.7128,,12505.0,-66.990909,18.334858,,
Emma's Beauty Academy-Mayaguez,2189300.0,,,,-67.141725,18.200082,,
Instituto Tecnologico de Puerto Rico-Recinto de Manati,2241910.0,0.8786,,5025.0,-66.472476,18.432962,,
Huertas College,2260800.0,,,11081.0,-66.025572,18.236147,,
Humacao Community College,2340600.0,,,9911.0,-65.826857,18.148274,,
ICPR Junior College-Arecibo,1194001.0,,,14209.0,-66.759324,18.478059,,
ICPR Junior College-Mayaguez,1194002.0,,,12734.0,-67.144762,18.202277,,
Richport Technical College,2593700.0,,,,-65.983829,18.249934,,
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,2241904.0,0.8786,,7348.0,-66.118728,17.977897,,
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,2241908.0,0.8786,,4211.0,-66.629804,17.999381,,
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,2241907.0,0.8786,,3962.0,-66.016003,18.411097,,
Inter American University of Puerto Rico-Aguadilla,393900.0,0.4271,,13424.0,-67.121671,18.467886,,
Inter American University of Puerto Rico-Arecibo,502600.0,0.3899,,13419.0,-66.75901,18.47509,,
Inter American University of Puerto Rico-Barranquitas,502700.0,0.4083,,13560.0,-66.303153,18.182777,,
Inter American University of Puerto Rico-Metro,394000.0,0.6163,,16965.0,-66.077711,18.368988,,
Inter American University of Puerto Rico-Fajardo,2282800.0,0.4949,,13992.0,-65.648052,18.329222,,
Inter American University of Puerto Rico-Guayama,2282700.0,0.4204,,13925.0,-66.108164,17.96635,,
Inter American University of Puerto Rico-Bayamon,502800.0,0.4804,,13670.0,-66.182473,18.351631,,
Inter American University of Puerto Rico-School of Law,4250900.0,,,,-66.072656,18.428145,,
Liceo de Arte y Tecnologia,2195800.0,,,,-66.056421,18.421013,,
Modern Hairstyling Institute-Bayamon,2195400.0,0.825,,,-66.155872,18.400061,,
Modern Hairstyling Institute-Arecibo,2195500.0,0.713,,,-66.754059,18.47582,,
Universidad Ana G. Mendez-Carolina Campus,394100.0,,,13136.0,-65.983869,18.414805,,
Pontifical Catholic University of Puerto Rico-Mayaguez,393603.0,0.9234,,14135.0,-67.145695,18.182375,,
Universidad Ana G. Mendez-Gurabo Campus,1171900.0,,,13136.0,-66.006259,18.239647,,
College of Micronesia-FSM,1034300.0,0.8321,,10133.0,158.158189,6.909759,,
Purdue University-Main Campus,182500.0,0.6715,1315.0,22645.0,-86.914435,40.428206,,
Blue Hills Regional Technical School,552300.0,0.1333,,,-71.104081,42.18221,,
EDP University of Puerto Rico Inc-San Juan,2165100.0,0.7128,,13088.0,-66.055403,18.415375,,
ICPR Junior College,1194000.0,,,13183.0,-66.05712,18.415291,,
City College-Fort Lauderdale,2515400.0,0.8889,,26642.0,-80.1705,26.187467,,
Georgia State University-Perimeter College,157406.0,0.8094,1147.0,14638.0,-84.385712,33.753426,,
ETI School of Skilled Trades,2556100.0,,,,-87.936249,41.748334,,
Traxlers School of Hair,3263300.0,,,,-90.261863,32.268023,,
Bais Medrash Elyon,2622900.0,0.3636,,15400.0,-74.069798,41.114079,,
Miller-Motte College-Platt College-Tulsa,2306832.0,,,,-95.903824,36.109468,,
Ponca City Beauty College,3109800.0,,,,-97.06801,36.73957,,
Francis Tuttle Technology Center,2222700.0,,,,-97.640672,35.60052,,
Carrington College-Portland,3042500.0,,,,-122.653583,45.532356,,
Career Technology Center of Lackawanna County,3098600.0,,,,-75.652477,41.452849,,
Sebring Career Schools-Huntsville,2530704.0,,,,-95.549878,30.702549,,
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,2326000.0,,,,-98.551137,29.493246,,
Central Texas Beauty College-Round Rock,2239100.0,,,,-97.685077,30.520723,,
GateWay Community College-Central City,830302.0,,,,-112.054912,33.435686,,
Carrington College-San Leandro Campus,974801.0,,,,-122.12567,37.699627,,
Headmasters School of Hair Design,2349200.0,,,,-117.025943,46.421026,,
The Salon Professional Academy-Nampa,2559500.0,,,,-116.563413,43.567768,,
Beckfield College-Florence,2491100.0,0.7957,1050.0,32717.0,-84.641475,39.017166,,
Dorsey College-Wayne,469201.0,,,42276.0,-83.382299,42.28171,,
Ross Medical Education Center-Saginaw,2099701.0,,,,-83.967884,43.469473,,
Landmark College,2532600.0,0.5482,,77400.0,-72.512549,42.977172,,
Yeshiva Gedolah of Greater Detroit,2363800.0,0.9286,,15067.0,-83.200754,42.471924,,
Collin County Community College District,2361400.0,,,11419.0,-96.63894,33.16241,,
Allure Beauty College,2526100.0,,,,-82.838909,37.123363,,
Cloyd's Beauty School 3 Inc,2352500.0,,,,-92.080603,32.533231,,
Moore Norman Technology Center,1227200.0,,,,-97.457319,35.274434,,
Fayette County Career & Technical Institute Practical Nursing Program,533000.0,,,,-79.741718,39.860976,,
Franklin County Career and Technology Center,791600.0,0.5385,,,-77.680541,39.897693,,
Paul Mitchell the School-Knoxville,2275500.0,,,,-84.057621,35.92271,,
Ogle School Hair Skin Nails-Hurst,2230600.0,,,,-97.201403,32.822035,,
Tennessee College of Applied Technology Nashville,535900.0,,,,-86.856335,36.132649,,
Ms Roberts Academy of Beauty Culture,793700.0,,,,-87.884693,41.881179,,
Paul Mitchell the School-Houston,2357700.0,,,,-95.559723,29.785868,,
Fortis Institute-Forty Fort,3011500.0,,,22123.0,-75.882975,41.281911,,
Laurel Business Institute,2546200.0,0.9543,,14212.0,-79.724907,39.90248,,
Aviation Institute of Maintenance-Philadelphia,3110700.0,,,26762.0,-75.007237,40.070184,,
Dorsey College-Roseville,469204.0,,,34883.0,-82.915541,42.527764,,
Moler-Pickens Beauty Academy,2328500.0,,,,-84.499701,39.317488,,
Red River Technology Center,531200.0,,,,-97.99029,34.491393,,
Clinton Technical School,2497500.0,,,,-93.768459,38.363669,,
Greene County Career and Technology Center,1096300.0,1.0,,,-80.151066,39.893537,,
Diesel Driving Academy-Shreveport,2260200.0,,,,-93.794921,32.47617,,
Pima Medical Institute-Mesa,2217101.0,,,,-111.87417,33.396878,,
Platt College-Los Angeles,3062700.0,,,31158.0,-118.150013,34.081723,,
Platt College-Aurora,3014900.0,0.4545,,44393.0,-104.854614,39.661195,,
Paul Mitchell the School-Boise,2607100.0,,,,-116.286058,43.594479,,
Educators of Beauty College of Cosmetology-Rockford,825901.0,,,,-88.998054,42.299278,,
Douglas J Aveda Institute,2588200.0,,,,-84.480467,42.734606,,
Ross Medical Education Center-Brighton,2339700.0,,,,-83.796918,42.548468,,
Ross Medical Education Center-Ann Arbor,2339701.0,,,,-83.666667,42.25294,,
Taylortown School of Beauty Inc,2209200.0,,,,-83.259322,42.254745,,
Pike-Lincoln Technical Center,1173500.0,,,,-91.019918,39.245484,,
West Virginia Junior College-United Career Institute,500701.0,,,17845.0,-79.652374,39.950525,,
Bethel Seminary-San Diego,905804.0,0.8663,1203.0,,-117.06605,32.765387,,
Conservatory of Recording Arts and Sciences,3034400.0,,,,-111.889544,33.407853,,
Adrian's Beauty College of Turlock,2520400.0,,,,-120.863784,37.491448,,
San Joaquin Valley College-Fresno,2120701.0,,,,-119.784003,36.829907,,
Dr. Ida Rolf Institute,4172500.0,1.0,,,-105.203076,40.066263,,
Sunstate Academy,2326900.0,,,,-81.870312,26.596006,,
Elizabeth Grady School of Esthetics and Massage Therapy,2523900.0,,,,-71.12623,42.414728,,
Ross Medical Education Center-Port Huron,2099702.0,,,,-82.452984,43.024632,,
Capri Institute of Hair Design-Clifton,907800.0,,,,-74.152668,40.887432,,
Raphael's School of Beauty Culture Inc-Alliance,2563000.0,,,,-81.152086,40.902642,,
Hussian College-Daymar College Bowling Green,746905.0,0.9168,,29495.0,-86.473717,36.968327,,
Luna Community College,996200.0,,,10128.0,-105.250865,35.616303,,
Grabber School of Hair Design,2568500.0,,,,-90.390799,38.557164,,
Yeshivah Gedolah Rabbinical College,3256300.0,,,17200.0,-80.141334,25.782445,,
University of the District of Columbia-David A Clarke School of Law,144102.0,,,,-77.065221,38.94621,,
Raphael's School of Beauty Culture Inc-Brunswick,2287903.0,,,,-81.806142,41.240245,,
Caribbean University-Ponce,1252502.0,,,9341.0,-66.59425,18.006633,,
Caribbean University-Vega Baja,1252501.0,,,9271.0,-66.40315,18.444882,,
Great Plains Technology Center,1071700.0,,,,-98.450321,34.592907,,
Roane-Jackson Technical Center,2057400.0,,,,-81.561142,38.82254,,
Pioneer Technology Center,1120600.0,,,,-97.093516,36.72772,,
Portage Lakes Career Center,888600.0,,,,-81.472008,40.943122,,
Eastern College of Health Vocations-New Orleans,2272401.0,,,,-90.180687,29.944923,,
Bell Mar Beauty College,2536700.0,,,,-87.767244,41.850656,,
Caddo Kiowa Technology Center,996300.0,,,,-98.443443,35.108561,,
Center for Instruction Technology & Innovation,1278300.0,,,,-76.259308,43.457841,,
International School of Skin Nailcare & Massage Therapy,2520000.0,,,,-84.379687,33.908031,,
Palomar Institute of Cosmetology,2537200.0,,,,-117.188351,33.13663,,
Southern Oklahoma Technology Center,1034200.0,,,,-97.082971,34.186239,,
Autry Technology Center,834300.0,0.5347,,,-97.89719,36.419122,,
Greene County Career Center,2497800.0,,,,-83.9321,39.65839,,
Canadian Valley Technology Center,996500.0,,,,-97.881967,35.509208,,
Wilkes-Barre Area Career and Technical Center Practical Nursing,2529800.0,0.4516,,,-75.810121,41.262154,,
Meridian Technology Center,2060800.0,,,,-97.108414,36.106981,,
Waynesville Career Center,528900.0,,,,-92.21393,37.811315,,
Capitol School of Hairstyling and Esthetics,961700.0,,,,-96.082248,41.209501,,
Morris County Vocational School District,1152300.0,0.7308,,,-74.479263,40.877531,,
Ross Medical Education Center-Roosevelt Park,2099703.0,,,,-86.267098,43.191474,,
Ross Medical Education Center-Kentwood,2533601.0,,,,-85.605379,42.880955,,
Cloyd's Barber School 2 Inc,2338000.0,,,,-92.090159,32.485377,,
Universal Technical Institute of Illinois Inc,822101.0,,,,-88.104,41.80697,,
Commonwealth Institute of Funeral Service,355600.0,,,31539.0,-95.430153,29.989545,,
Delta College of Arts & Technology,2538300.0,,,,-91.113841,30.463619,,
InterCoast Colleges-Santa Ana,2559413.0,,,,-117.85367,33.70497,,
Blades School of Hair Design,3027200.0,,,,-76.48376,38.286299,,
Ogeechee Technical College,3030000.0,,,11819.0,-81.818517,32.395767,,
Remington College-Mobile Campus,3026516.0,,,26202.0,-88.145035,30.671139,,
Mercy-St Luke's School of Radiologic Technology,423300.0,,,,-91.660609,41.985552,,
Southwest Acupuncture College-Santa Fe,2622000.0,,,,-105.95544,35.6607,,
Northwest Technology Center-Alva,2600000.0,,,,-98.675711,36.786733,,
Mercer County Career Center,2362300.0,,,,-80.248614,41.250851,,
Hairmasters Institute of Cosmetology,3002000.0,,,,-88.979453,40.474796,,
Tricoci University of Beauty Culture LLC-Bloomington,2607000.0,,,,-86.536403,39.181606,,
Interactive College of Technology-Newport,2284306.0,,,18404.0,-84.479078,39.084818,,
Miller-Motte College-McCann-Monroe,2306826.0,,,,-92.10098,32.524328,,
