School,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude,WikidataID,Score
Delaware County Technical School-Practical Nursing Program,3128400.0,1.0,,,-75.367229,39.988428,,
Mid-Del Technology Center,3198400.0,,,,-97.402578,35.455237,,
New York Institute of Massage Inc,3203300.0,,,,-78.695815,42.976035,,
Jolie Hair and Beauty Academy-Ludlow,3205400.0,,,,-72.480436,42.157816,,
Dutchess BOCES-Practical Nursing Program,2172800.0,0.8,,,-73.866875,41.743538,,
Escuela Tecnica de Electricidad,2576100.0,,,,-66.619944,18.010451,,
Garnet Career Center,2218200.0,,,,-81.629876,38.351017,,
Bristol Technical Education Center,927700.0,,,,-72.990101,41.69004,,
Genesee Valley BOCES-Practical Nursing Program,3115300.0,,,,-78.182909,43.014665,,
Henrico County-Saint Marys Hospital School of Practical Nursing,2242400.0,0.6372,,,-77.533196,37.629016,,
Herkimer County BOCES-Practical Nursing Program,2098400.0,,,,-75.029952,43.015797,,
International Beauty College,1248800.0,,,,-96.645638,32.945805,,
Cape Coral Technical College,3158300.0,,,,-81.976156,26.658582,,
UPMC Mercy School of Nursing,489900.0,0.25,,24654.0,-79.986445,40.435584,,
Ocean County Vocational-Technical School,2523700.0,,,,-74.195622,39.985095,,
Trinity College of Puerto Rico,3115900.0,,,12535.0,-66.620076,17.981978,,
Yeshiva of the Telshe Alumni,2546300.0,,,,-73.911096,40.896668,,
Kenneth Shuler School of Cosmetology-Rock Hill,1209200.0,,,,-80.99492,34.970168,,
CET-El Paso,2332838.0,,,,-106.323115,31.696199,,
Platt College-Ontario,3062701.0,,,31731.0,-117.571744,34.068595,,
Delaware College of Art and Design,4139800.0,0.639,,45150.0,-75.549882,39.741947,,
Career Networks Institute,3242300.0,,,,-117.8478,33.721058,,
Monty Tech,1288100.0,1.0,,,-71.860827,42.560648,,
Okaloosa Technical College,3230300.0,,,,-86.614844,30.46866,,
Lincoln Technical Institute-Lincoln,1246116.0,,,,-71.47748,41.9385,,
California Aeronautical University,998900.0,,,42622.0,-119.049264,35.434905,,
Herzing University-New Orleans,962110.0,0.9201,,30319.0,-90.155851,30.019252,,
Pima Medical Institute-Chula Vista,2217106.0,,,,-117.093388,32.619858,,
Lincoln College of Technology-Marietta,1246109.0,,,,-84.483943,33.904619,,
Academy of Hair Design-Lufkin,3276300.0,,,,-94.718704,31.330724,,
Pathway Vocational Academy,3277300.0,,,,-94.122709,30.067103,,
Anson College of Cosmetology,3237300.0,,,,-80.055083,34.963535,,
Cortiva Institute,3296300.0,,,,-76.672532,39.215919,,
Toni & Guy Hairdressing Academy-Worcester,3240300.0,,,,-71.808255,42.284822,,
Northwest HVAC/R Training Center,3283300.0,0.8462,,,-117.407702,47.67364,,
Myotherapy Institute,3279300.0,,,32444.0,-96.623323,40.772295,,
Florida College of Integrative Medicine,3238300.0,,,,-81.401757,28.46359,,
New Professions Technical Institute,3224300.0,,,,-80.261873,25.771488,,
Strand College of Hair Design,3293300.0,,,,-78.815961,33.748079,,
City College-Miami,2515402.0,0.8889,,28699.0,-80.316377,25.683673,,
Blue Cliff College-Metairie,3294300.0,,,,-90.172771,30.002779,,
Creative Images Institute of Cosmetology-North Dayton,3319300.0,,,,-84.188407,39.855992,,
Dewey University-Carolina,3112101.0,,,10815.0,-65.958397,18.376596,,
Yeshiva College of the Nations Capital,3937300.0,,,,-77.030566,39.042404,,
Central Career Institute LLC,3324300.0,,,,-74.420235,40.54618,,
Hair Academy II,3327300.0,,,,-76.948572,38.839246,,
Mr Leon's School of Hair Design-Lewiston,2275801.0,,,,-117.020124,46.418215,,
Southwest Acupuncture College-Boulder,2622002.0,,,,-105.199471,40.069443,,
FINE Mortuary College,3316400.0,,,25569.0,-71.19293,42.181479,,
Gwinnett College,3361300.0,,,,-78.586818,35.854605,,
Fortis College-Foley,3361400.0,,,,-87.681828,30.40611,,
Toni & Guy Hairdressing Academy-Plano,3371300.0,,,,-96.797544,33.026159,,
University of Connecticut-Waterbury Campus,141704.0,0.6379,1222.0,18464.0,-73.039242,41.555617,,
University of Connecticut-Avery Point,141705.0,0.6379,1222.0,19030.0,-72.065336,41.316419,,
IYRS School of Technology & Trades,3732300.0,0.775,,,-71.314724,41.480948,,
Linfield University-School of Nursing,319801.0,0.8018,1143.0,,-122.697773,45.531476,,
Linfield University-Online and Continuing Education,319800.0,0.8018,1143.0,,-123.199637,45.201148,,
Midwest Technical Institute-Illinois,3368300.0,,,,-89.595331,39.840996,,
Advanced Barber College and Hair Design,3412300.0,,,,-97.958247,26.131543,,
Monteclaro Escuela de Hoteleria y Artes Culinarias,3414300.0,,,,-65.780411,18.3699,,
New Community Career & Technical Institute,3424500.0,,,,-74.19585,40.739017,,
Chicago School of Professional Psychology-College of Nursing,2155312.0,0.101,,,-96.75721,32.979753,,
Professional Golfers Career College,3367300.0,,,32708.0,-117.163739,33.528952,,
Chester Career College,3409500.0,,,,-77.374112,37.348882,,
Milan Institute-San Antonio Ingram,3422300.0,,,,-98.624719,29.463767,,
Rudae's School of Beauty Culture-Ft Wayne,967300.0,,,,-85.139946,41.128125,,
Carrington College-San Jose,974807.0,,,,-121.777062,37.248411,,
Brookline College-Tucson,2218805.0,,,,-110.876375,32.207932,,
Miller-Motte College-McCann-Lewisburg,2306827.0,,,,-76.885311,40.98239,,
Carrington College-Pleasant Hill Campus,974802.0,,,,-122.072153,37.962649,,
Cortiva Institute,3008602.0,,,,-81.397179,28.629921,,
Modern Hairstyling Institute-Carolina,2195900.0,1.0,,,-65.963611,18.379812,,
Universal Technical Institute of California Inc,822103.0,,,,-117.576366,34.082782,,
American InterContinental University-Atlanta,2113613.0,,,21048.0,-84.354907,33.938779,,
The Academy of Hair Design Six,2251600.0,,,,-89.316607,31.311055,,
Eastern West Virginia Community and Technical College,4119000.0,,,12292.0,-78.932546,39.075562,,
Aviation Institute of Maintenance-Indianapolis,3176300.0,,,27755.0,-86.288273,39.753062,,
IVAEM College,3469300.0,,,,-66.033732,18.23502,,
Midwest College of Oriental Medicine-Skokie,3061201.0,,,,-87.681544,42.04729,,
Carrington College-Spokane,3042501.0,,,,-117.268126,47.675918,,
Johnson & Wales University-Denver,340409.0,0.846,,,-104.906281,39.746101,,
East West College of Natural Medicine,3429700.0,,,,-82.551571,27.368451,,
Atlantic Institute of Oriental Medicine,3429600.0,,,,-80.142235,26.121964,,
MDT College of Health Sciences,3468500.0,0.7193,,43421.0,-81.451979,41.544523,,
Bennett Career Institute,3409600.0,,,,-76.995965,38.93264,,
Blue Cliff College-Lafayette,3294303.0,,,,-92.011131,30.18811,,
Community Care College,3367400.0,,,,-95.905178,36.101615,,
Erie 1 BOCES,1258900.0,,,,-78.78642,42.851567,,
HDS Truck Driving Institute,3445300.0,,,,-110.856474,32.13887,,
International Training Careers,3411400.0,,,,-80.314727,25.746905,,
Fortis College-Baton Rouge,3480300.0,,,31113.0,-91.024833,30.366448,,
My Le's Beauty College,3458300.0,,,,-121.452325,38.494851,,
New Concept Massage and Beauty School,3433400.0,,,,-80.228547,25.77128,,
New York College of Traditional Chinese Medicine,3443300.0,,,,-73.638911,40.73945,,
Fortis College-Orange Park,3434300.0,,,28348.0,-81.759035,30.148278,,
Omega Institute of Cosmetology,3498400.0,,,,-90.752356,29.602712,,
Shawnee Beauty College,3453400.0,,,,-96.912574,35.356032,,
Upper Valley Educators Institute,3437300.0,,,,-72.230822,43.637595,,
Aviation Institute of Maintenance-Atlanta,3523300.0,,,28530.0,-84.147864,33.948914,,
Empire Beauty School-Kennesaw,1260602.0,,,,-84.56688,34.012704,,
Huntingdon County Career and Technology Center,3535300.0,,,,-77.927438,40.434249,,
Missouri College of Cosmetology North,3519300.0,,,,-93.234613,37.179314,,
New York Automotive and Diesel Institute,3537300.0,,,,-73.780592,40.705073,,
Remington College-Baton Rouge Campus,3026515.0,,,27217.0,-91.052999,30.411857,,
Atenas College,3544300.0,,,13321.0,-66.488422,18.429776,,
Onondaga Cortland Madison BOCES,1265200.0,,,,-76.174381,43.096302,,
National American University-Ellsworth AFB Extension,405713.0,,,14796.0,-103.079296,44.140362,,
Miami Ad School-San Francisco,3125602.0,,,,-122.401198,37.795155,,
Milan Institute-Amarillo,3098702.0,,,,-101.916984,35.185278,,
Texas Barber College,2568100.0,,,,-95.532975,29.69036,,
Miller-Motte College-Charleston,2306816.0,,,,-80.044585,32.953274,,
American Career College-Anaheim,2241801.0,,,,-117.975599,33.849912,,
Saginaw Chippewa Tribal College,3772300.0,,,12491.0,-84.732485,43.607105,,
Richmont Graduate University,3355400.0,,,,-85.274642,35.036337,,
Northwest College-Hillsboro,2101001.0,,,,-123.001688,45.520534,,
East Valley Institute of Technology,3572300.0,,,,-111.863966,33.412268,,
Triad Education,3639300.0,,,29878.0,-118.302836,34.061409,,
Design's School of Cosmetology,3646300.0,,,,-120.672526,35.648459,,
Florida Barber Academy,3611400.0,,,,-80.203691,26.122056,,
M-DCPS The English Center,3570400.0,,,,-80.25167,25.74027,,
Texas County Technical College,3579300.0,0.625,,28444.0,-91.964963,37.300967,,
Aviation Institute of Maintenance-Kansas City,3616300.0,,,30634.0,-94.498289,39.049869,,
Blue Cliff College-Gulfport,3294305.0,,,,-89.039348,30.442482,,
Institute for Therapeutic Massage,3536300.0,,,,-74.297239,41.029337,,
Orleans Niagara BOCES-Practical Nursing Program,2199300.0,1.0,,,-78.866537,43.14606,,
Yeshiva Shaarei Torah of Rockland,3496300.0,0.6667,,21700.0,-74.090159,41.12362,,
Leon Studio One School of Beauty Knowledge,3568300.0,,,,-78.752161,42.961017,,
American Institute of Alternative Medicine,3534400.0,0.6667,,31136.0,-82.988733,40.102442,,
Brown Aveda Institute-Mentor,3626300.0,,,,-81.324318,41.672002,,
Susquehanna County Career and Technology Center,3561400.0,,,,-75.9558,41.7386,,
Universidad Pentecostal Mizpa,3531300.0,,,10654.0,-66.085117,18.358258,,
Caribbean Forensic and Technical College,3608300.0,,,9523.0,-66.074561,18.451196,,
Concorde Career College-Grand Prairie,3542300.0,0.9611,,,-97.05498,32.675369,,
Aviation Institute of Maintenance-Dallas,3573300.0,,,28116.0,-96.941822,32.836068,,
Healing Mountain Massage School,3617300.0,,,,-111.876409,40.761391,,
Eastern Virginia Career College,3654300.0,0.5556,,,-77.495581,38.24116,,
Rudy & Kelly Academy A Paul Mitchell Partner School,3645400.0,,,,-76.189382,36.779382,,
Won Institute of Graduate Studies,3949300.0,,,,-75.154336,40.09931,,
Lincoln Technical Institute-Paramus,1246103.0,,,,-74.057574,40.915145,,
Pima Medical Institute-Colorado Springs,2217108.0,,,,-104.820989,38.914019,,
University of Phoenix-Illinois,32098850.0,,,,-87.631863,41.886259,,
Birthwise Midwifery School,3612300.0,1.0,,,-70.713985,44.052323,,
Paul Mitchell the School-Costa Mesa,2531800.0,,,,-117.927468,33.695103,,
Tulsa Welding School-Jacksonville,961802.0,,,,-81.560428,30.282647,,
West Virginia Junior College-Bridgeport,1057302.0,,,22640.0,-80.271826,39.284512,,
Antioch University-PhD Program in Leadership and Change,301010.0,,,,-83.908684,39.80321,,
St Louis College of Health Careers-Fenton,2340500.0,0.6265,,,-90.470904,38.544635,,
Interactive College of Technology-Gainesville,2284309.0,,,18843.0,-83.855524,34.276597,,
San Joaquin Valley College-Ontario,2120704.0,,,,-117.55038,34.068584,,
Alaska Christian College,4138600.0,,,21969.0,-151.136005,60.490459,,
Carrington College-Albuquerque,2100612.0,,,,-106.633361,35.110048,,
NASCAR Technical Institute,822104.0,,,,-80.855128,35.605305,,
University of the Potomac-VA Campus,3218301.0,,,,-77.216062,38.906944,,
Milan Institute-Palm Desert,3098700.0,,,,-116.353268,33.783343,,
Pacific College of Health Science-Chicago,3027702.0,,,19667.0,-87.625488,41.886588,,
Southwest Institute of Healing Arts,3593300.0,,,,-111.913584,33.39428,,
InterCoast Colleges-Riverside,2559402.0,,,,-117.344752,33.993598,,
Birthingway College of Midwifery,3668300.0,,,,-122.824926,45.483729,,
Pima Medical Institute-Albuquerque West,3678300.0,,,,-106.687874,35.181571,,
Brighton Center's Center for Employment Training,3611300.0,,,,-84.490096,39.092904,,
California Healing Arts College,3681300.0,,,,-118.265919,33.844718,,
Dallas Barber & Stylist College,3682400.0,,,,-96.737009,32.909891,,
NorthShore University HealthSystem School of Nurse Anesthesia,3684300.0,,,,-87.684445,42.065549,,
Family of Faith Christian University,3676300.0,0.3125,,,-96.901413,35.462234,,
Colegio Educativo Tecnologico Industrial Inc,3452300.0,,,,-66.714906,18.471007,,
Irene's Myomassology Institute,3588300.0,,,,-83.287169,42.480113,,
Jay's Technical Institute,3680300.0,,,,-95.525281,29.64877,,
NTMA Training Centers of Southern California,3590400.0,,,,-118.074231,33.94302,,
P C Age-Jersey City,3650600.0,,,,-74.06691,40.732114,,
PC AGE-Metropark,3650603.0,,,,-74.325692,40.561771,,
Hollywood Institute,3706300.0,,,,-80.199738,26.243429,,
South Florida Institute of Technology,3661400.0,,,,-80.239586,25.780018,,
Southeastern College-Charleston,3555400.0,1.0,,,-80.027313,32.900527,,
Tigi Hairdressing Academy-Colorado Springs,3670300.0,,,,-104.777572,38.905898,,
Trend Barber College,3714300.0,,,,-95.522116,29.65621,,
Valley Grande Institute for Academic Studies,3612400.0,,,,-97.990391,26.158256,,
Triangle Tech Inc-Sunbury,2174401.0,,,27733.0,-76.765478,40.855276,,
Pierpont Community and Technical College,4038500.0,,,14312.0,-80.162447,39.483057,,
Dewey University-Hato Rey,3112100.0,,,11278.0,-66.043033,18.417614,,
InterCoast Colleges-West Covina,2559400.0,,,,-117.89763,34.073416,,
Paul Mitchell the School-Rhode Island,2531802.0,,,,-71.459056,41.755208,,
Miller-Motte College-Chattanooga,2306800.0,,,,-85.181925,35.034287,,
Milan Institute-Sparks,2497309.0,,,,-119.757909,39.524564,,
Bexley Hall Seabury Western Theological Seminary Federation Inc.,3747300.0,,,,-87.591173,41.785693,,
Altierus Career College-Norcross,149917.0,,,25331.0,-84.155475,33.934121,,
Strayer University-Tennessee,145932.0,,,28284.0,-89.899255,35.077513,,
Strayer University-Pennsylvania,145935.0,,,28284.0,-74.965749,40.137976,,
Charlie's Guard-Detective Bureau and Academy Inc,3735400.0,,,,-67.153612,18.469662,,
PCI Academy-Plymouth,2160901.0,,,,-93.508453,45.033765,,
Creative Images Institute of Cosmetology-South Dayton,3319301.0,,,,-84.174179,39.627019,,
Brookline College-Albuquerque,2218808.0,,,,-106.68749,35.08781,,
Byzantine Catholic Seminary of Saints Cyril and Methodius,4118000.0,,,,-80.015825,40.484409,,
Bayamon Community College,3758300.0,,,9320.0,-66.155908,18.398313,,
LeGrand Institute of Cosmetology Inc,3746300.0,,,,-80.609117,34.271931,,
Hussian College-Daymar College Murfreesboro,746903.0,0.9168,,29476.0,-86.40237,35.815421,,
Cambridge Technical Institute,3785300.0,,,,-66.052442,18.399839,,
Empire Beauty School-Midlothian,1054204.0,,,,-77.593651,37.43843,,
Empire Beauty School-Owings Mills,966401.0,,,,-76.761993,39.403672,,
Empire Beauty School-West Mifflin,966406.0,,,,-79.946147,40.344669,,
Bold Beauty Academy,3763400.0,,,,-108.540146,45.776969,,
ATI College-Whittier,3740400.0,,,,-118.003687,33.948364,,
Advance Science International College,3757300.0,,,,-80.284567,25.924708,,
American Advanced Technicians Institute,3491400.0,,,,-80.323025,25.884901,,
The Beauty Institute,3801400.0,,,,-80.111689,26.710119,,
Beis Medrash Heichal Dovid,3713300.0,0.6667,,18000.0,-73.751633,40.596845,,
Blue Cliff Career College,3783300.0,,,,-88.114952,30.670281,,
Career Beauty College,3841300.0,,,,-87.335851,35.239905,,
Paul Mitchell the School-Gastonia,3777300.0,,,,-81.178335,35.255515,,
Stellar Career College,3759300.0,,,,-121.071015,37.701963,,
Auguste Escoffier School of Culinary Arts-Austin,3727600.0,,,,-97.717865,30.326455,,
Culinary Institute Inc,3723300.0,,,29222.0,-95.378633,29.823623,,
Escuela Hotelera de San Juan,3751300.0,,,20085.0,-66.046598,18.417008,,
Orion Institute,3776400.0,,,,-83.598514,41.556265,,
Moore Career College,3727500.0,,,,-91.024786,30.367301,,
Institute of Clinical Acupuncture & Oriental Med,3735300.0,,,,-157.86111,21.313602,,
Gwinnett College-Marietta Campus,3804400.0,,,,-84.479102,33.928592,,
Leston College,3552300.0,,,,-66.154995,18.399291,,
Omnitech Institute,3812300.0,,,,-84.447546,33.613691,,
PITC Institute,3781300.0,,,,-75.145122,40.097592,,
Skinworks School of Advanced Skincare,3829500.0,,,,-111.884177,40.724925,,
Southeastern College-Columbia,3746400.0,1.0,,,-81.105042,34.034284,,
Technical Learning Centers Inc,3750300.0,,,,-77.043844,38.906679,,
Turning Point Beauty College,3814300.0,,,,-111.689601,32.87795,,
Unitech Training Academy-Lafayette,3789300.0,,,,-92.074298,30.182982,,
American InterContinental University-Houston,2113610.0,,,21745.0,-95.548302,29.728216,,
Remington College-North Houston Campus,3026501.0,,,24717.0,-95.424881,29.946769,,
Paul Mitchell the School-Orlando,2531803.0,,,,-81.234215,28.663679,,
Pima Medical Institute-Las Vegas,2217109.0,,,,-115.102238,36.114105,,
Remington College-Nashville Campus,3026519.0,,,26110.0,-86.665629,36.152337,,
Miller-Motte College Platt College-OKC-Memorial,2306804.0,,,,-97.563751,35.611128,,
Central Methodist University-College of Graduate and Extended Studies,245300.0,0.9536,1056.0,18200.0,-92.685253,39.150497,,
University of Phoenix-New Jersey,82098880.0,,,,-74.033131,40.726763,,
North-West College-Riverside,1287201.0,,,,-117.485881,33.9145,,
Altierus Career College-Bissonnet,149916.0,,,26035.0,-95.544702,29.677415,,
Colegio Tecnico de Electricidad Galloza,3800300.0,,,,-67.176343,18.354438,,
Arthur's Beauty College,2538500.0,,,,-92.445479,35.109764,,
Spa Tech Institute-Ipswich,2104402.0,,,,-70.849391,42.688622,,
Spa Tech Institute-Westboro,2104403.0,,,,-71.635686,42.285984,,
Spa Tech Institute-Plymouth,2104404.0,,,,-70.704453,41.958481,,
Neumont College of Computer Science,1009800.0,0.9069,,37059.0,-111.890573,40.766096,,
Johnson & Wales University-Charlotte,340410.0,0.846,,50200.0,-80.851208,35.233502,,
Fortis Institute-Port Saint Lucie,3480302.0,,,26736.0,-80.303751,27.3016,,
Aviation Institute of Maintenance-Manassas,3883400.0,,,30111.0,-77.514594,38.794493,,
Cosmetology School of Arts & Sciences,3832400.0,,,,-113.792788,42.546938,,
Universal Technical Institute of Pennsylvania Inc,2362002.0,,,,-75.685133,40.070513,,
Kenneth Shuler School of Cosmetology-Spartanburg,2341103.0,,,,-81.972727,34.923366,,
Kenneth Shuler School of Cosmetology-Columbia,2341104.0,,,,-80.942005,33.964545,,
Lincoln Technical Institute-Shelton,730303.0,,,,-73.132014,41.271974,,
Northwest Career College,3838500.0,,,,-115.255585,36.203875,,
Soma Institute-The National School of Clinical Massage Therapy,3891300.0,,,,-87.62572,41.878063,,
American Academy of Health and Wellness,3833300.0,,,,-93.18106,45.015332,,
Arizona School of Acupuncture and Oriental Medicine,3695500.0,,,,-110.929118,32.264559,,
CALC Institute of Technology,3914300.0,,,,-90.175979,38.927494,,
Sutter County Career Training Center,3874300.0,,,,-121.620372,39.14216,,
Cambridge Institute of Allied Health & Technology,3842500.0,,,24502.0,-81.375722,28.66306,,
Career Care Institute,3797400.0,,,,-118.15638,34.678236,,
ATA Career Education,4038302.0,,,29034.0,-82.595376,28.452699,,
Career Quest Learning Centers-Lansing,3915300.0,,,,-84.53728,42.699106,,
Community Christian College,3874400.0,,,18677.0,-117.217101,34.068664,,
Culpeper Cosmetology Training Center,3876300.0,,,,-77.994727,38.471182,,
Eastern School of Acupuncture and Traditional Medicine,3811300.0,,,,-74.19716,40.79361,,
Employment Solutions-College for Technical Education,3885300.0,,,,-84.483346,37.982131,,
Estelle Medical Academy,3881400.0,,,11800.0,-87.74816,42.059097,,
Evergreen Beauty and Barber College-Everett,3917300.0,,,,-122.221962,47.909189,,
Paul Mitchell the School-Great Lakes,3907300.0,,,,-82.458848,42.978839,,
John D Rockefeller IV Career Center,3734300.0,,,14173.0,-80.620719,40.53276,,
Maple Springs Baptist Bible College and Seminary,3822400.0,,,,-76.942465,38.86348,,
Precision Manufacturing Institute,3923300.0,,,25007.0,-80.157484,41.644301,,
Rosslyn Training Academy of Cosmetology,3638300.0,,,8373.0,-67.18791,18.37922,,
SAE Institute of Technology-Nashville,3830300.0,,,45999.0,-86.790448,36.15039,,
Universal Career School,3856300.0,,,,-80.370117,25.767091,,
Universal College of Healing Arts,3821400.0,,,23254.0,-95.961539,41.339162,,
Uta Mesivta of Kiryas Joel,3802300.0,,,20447.0,-74.161179,41.333864,,
W L Bonner College,3856400.0,,,,-81.033046,34.039816,,
Blue Ridge Community and Technical College,3957300.0,,,10871.0,-78.001918,39.43529,,
Delta Technical College-Mississippi,3368301.0,,,,-89.99937,34.955269,,
Empire Beauty School-Avondale,1260606.0,,,,-112.274477,33.463388,,
Empire Beauty School-Littleton,2173206.0,,,,-105.097089,39.608128,,
Empire Beauty School-Aurora,2173207.0,,,,-104.792572,39.695935,,
AmeriTech College-Draper,2270800.0,1.0,,26144.0,-111.892792,40.527932,,
San Joaquin Valley College-Modesto,2120706.0,,,,-121.092991,37.717403,,
Miller-Motte College Platt College-Moore,2306805.0,,,,-97.478449,35.339154,,
Eagle Gate College-Layton,2178501.0,,,22962.0,-111.973885,41.073374,,
Academy of Hair Design-Jasper,3276301.0,,,,-94.004879,30.908648,,
SAE Expression College,3973300.0,,,30819.0,-122.2954,37.847631,,
Unitech Training Academy-West Monroe,3789301.0,,,,-92.129419,32.506463,,
United Education Institute-Chula Vista,2559309.0,,,,-117.065355,32.608605,,
United Education Institute-West Covina,2559310.0,,,,-117.90946,34.075984,,
Georgia Gwinnett College,4142900.0,0.9451,,18387.0,-84.00459,33.979409,,
Phoenix Institute of Herbal Medicine & Acupuncture,3617500.0,,,,-112.068783,33.52289,,
Tucson College of Beauty,4059300.0,,,,-110.996047,32.278944,,
Palladium Technical Academy Inc,4014400.0,,,,-118.04358,34.091838,,
Palace Beauty College,4001300.0,,,,-118.309491,34.044739,,
American Career College-Ontario,3971300.0,,,,-117.583814,34.068204,,
Asher College,4057300.0,,,,-121.415767,38.587784,,
American Institute of Massage Therapy,3962300.0,,,,-117.848291,33.71488,,
University of East-West Medicine,3995300.0,,,,-121.997011,37.3864,,
Blake Austin College,4003300.0,,,,-121.945606,38.378548,,
Aviator College of Aeronautical Science and Technology,3986300.0,,,31877.0,-80.367303,27.48718,,
Trendsetters School of Beauty & Barbering,4029300.0,,,,-81.717211,30.31194,,
CDA Technical Institute,3985300.0,,,,-81.646792,30.392267,,
American Institute of Beauty,4016500.0,,,,-82.749094,27.915072,,
North Florida Cosmetology Institute,3557300.0,,,,-84.294583,30.476972,,
Florida Academy of Health & Beauty,3823300.0,,,,-80.181569,26.16627,,
Augusta School of Massage,4021300.0,,,,-82.135503,33.529159,,
SUM Bible College and Theological Seminary,3752400.0,0.5579,,26346.0,-121.054758,38.620833,,
Compass Career College,4040300.0,,,,-90.479356,30.476327,,
Hair Expressions Academy,3965500.0,,,,-77.115852,39.061372,,
Nuvo College of Cosmetology,4006300.0,,,,-86.266315,43.190304,,
WellSpring School of Allied Health-Kansas City,3970400.0,,,,-94.604997,38.963226,,
The Salon Professional Academy-Fargo,4031300.0,,,,-96.858729,46.859013,,
Aveda Arts & Sciences Institute-New York,3839300.0,,,,-74.00497,40.725861,,
MyrAngel Beauty Institute,3965400.0,,,,-65.961757,18.188811,,
Paul Mitchell the School-Logan,3909300.0,,,,-111.831152,41.756122,,
Careers Unlimited,3463300.0,,,,-111.731006,40.275775,,
Mountainland Technical College,3413300.0,,,,-111.886031,40.419941,,
Avi Career Training,4038400.0,,,,-77.296823,38.974295,,
Mountain State School of Massage,4028300.0,,,,-81.579417,38.317659,,
Eastern International College-Belleville,3122601.0,,,31435.0,-74.152439,40.789635,,
San Joaquin Valley College-Rancho Cordova,2120707.0,,,,-121.28191,38.595187,,
Broken Arrow Beauty College,2256200.0,,,,-95.852816,36.060431,,
Universal Technical Institute of Northern California Inc,2100505.0,,,,-121.529503,38.64575,,
Stautzenberger College-Brecksville,486607.0,,,24314.0,-81.645056,41.288862,,
Stone Academy-East Hartford,1242504.0,,,,-72.606686,41.779013,,
Unitech Training Academy-Houma,3789302.0,,,,-90.75482,29.633202,,
Rasmussen University-Illinois,869402.0,,,23310.0,-88.998854,42.267628,,
International Institute for Restorative Practices,4206100.0,,,,-75.381582,40.62154,,
Educational Technical College-Recinto de Coamo,2570402.0,,,,-66.358512,18.080656,,
Automotive Training Center-Warminster,1162101.0,,,,-75.075375,40.200656,,
Empire Beauty School-Milwaukee,1260612.0,,,,-87.950452,42.94256,,
Triangle Tech Inc-Bethlehem,2129003.0,,,26761.0,-75.428281,40.65445,,
Milan Institute-Clovis,3422301.0,,,,-119.795645,36.822404,,
Strayer University-Florida,145943.0,,,28284.0,-82.35991,27.997442,,
Pima Medical Institute-Renton,2217110.0,,,,-122.211383,47.469017,,
CBT Technology Institute-Main Campus,3071600.0,,,18947.0,-80.329161,25.769052,,
CBT Technology Institute-Hialeah,3071602.0,,,17665.0,-80.302213,25.867003,,
Dewey University-Juana Diaz,3112107.0,,,10296.0,-66.509285,18.057023,,
The College of Health Care Professions-San Antonio,3128102.0,,,,-98.576627,29.488876,,
Brittany Beauty Academy,928401.0,,,,-73.897121,40.860976,,
Lincoln Technical Institute-Whitestone,793809.0,,,,-73.82885,40.784113,,
Huntsville Bible College,3894300.0,,,,-86.594888,34.750363,,
Beaumont Adult School,3999300.0,,,,-116.964728,33.951365,,
Coachella Valley Beauty College,4115300.0,,,,-116.278254,33.708193,,
Valley College of Medical Careers,4114500.0,,,,-118.606731,34.221839,,
Academy of Natural Therapy Inc,4093300.0,,,,-104.691075,40.426259,,
Academy Di Capelli-School of Cosmetology,4104300.0,,,,-72.806335,41.490402,,
Delaware Learning Institute of Cosmetology,3702300.0,,,,-75.256051,38.541187,,
Dragon Rises College of Oriental Medicine,3888300.0,,,,-82.312769,29.667368,,
Palm Beach Academy of Health & Beauty,4106300.0,,,,-80.074979,26.803621,,
Pensacola School of Massage Therapy & Health Careers,4105400.0,,,,-87.195529,30.494755,,
Ideal Beauty Academy,4038702.0,,,,-85.730456,38.288401,,
Louisiana Culinary Institute,4112300.0,0.2264,,28268.0,-91.066085,30.409979,,
Bais Medrash Toras Chesed,4081300.0,0.7021,,12100.0,-74.21127,40.099704,,
Ace Institute of Technology,4043300.0,,,,-73.993385,40.753658,,
New Age Training,4102300.0,,,,-73.991591,40.748345,,
Dayton School of Medical Massage,4117300.0,,,33054.0,-84.168901,39.682932,,
Northcoast Medical Training Academy,4118300.0,,,,-81.328959,41.152861,,
CCI Training Center-Arlington,4089400.0,,,,-97.101289,32.755006,,
Champion Beauty College,4117900.0,,,,-95.489161,29.99352,,
Southeast Texas Career Institute,4036300.0,,,,-94.169885,30.341896,,
Milan Institute of Cosmetology-San Antonio Military,2248204.0,,,,-98.500738,29.358241,,
Averett University-Non-Traditional Programs,370200.0,0.6768,984.0,19078.0,-79.413203,36.577287,,
Paul Mitchell the School-Tampa,2531805.0,,,,-82.574571,28.06864,,
Paul Mitchell the School-San Diego,2531804.0,,,,-117.160838,32.719128,,
Paul Mitchell the School-Michigan,2531806.0,,,,-83.028804,42.593439,,
Paul Mitchell the School-Sherman Oaks,4158200.0,,,,-118.467369,34.155811,,
Paul Mitchell the School-Tysons Corner,2149901.0,,,,-77.222536,38.916957,,
Blue Cliff College-Houma,3294301.0,,,,-90.718451,29.59157,,
Fortis College-Columbus,1031904.0,,,43603.0,-82.900188,40.083063,,
Fortis College-Cincinnati,1031905.0,,,27294.0,-84.444969,39.283312,,
