School,City,StateCode,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude
Future Generations University,Franklin,WV,4139900.0,,,,-79.405423,38.70907
Carthage R9 School District-Carthage Technical Center,Carthage,MO,4152200.0,,,,-94.30087,37.173927
Grace Mission University,Fullerton,CA,4157800.0,0.5,,18621.0,-117.958208,33.867663
Verve College,Oak Brook,IL,4179100.0,,,,-87.984611,41.84402
Sotheby's Institute of Art-NY,New York,NY,4179800.0,,,,-73.972232,40.756988
Top Nails & Hair Beauty School,Taylorsville,UT,4183000.0,,,,-111.940452,40.652683
Santa Ana Beauty College,Santa Ana,CA,4190800.0,,,,-117.895913,33.759423
Shepherds College,Union Grove,WI,4193800.0,0.9592,,,-88.062268,42.680369
Woodruff Medical and Wellness Training,Tucker,GA,4203800.0,,,,-84.238614,33.839432
Helms College,Macon,GA,4206400.0,,,23176.0,-83.732678,32.803363
Ukiah Adult School,Ukiah,CA,4208100.0,,,,-123.215034,39.160947
Riverside County Office of Education-School of Career Education,Riverside,CA,4208400.0,,,,-117.294699,33.91733
Institute of Health Sciences,Hunt Valley,MD,4209600.0,,,27600.0,-76.656295,39.487379
Mid-South Christian College,Memphis,TN,4210200.0,1.0,,,-89.911799,35.064172
New York Institute of Beauty,Islandia,NY,4210700.0,,,,-73.189261,40.80235
Ultrasound Medical Institute,Royal Palm Beach,FL,4210800.0,,,,-80.22826,26.68295
Xavier College School of Nursing,Stockton,CA,4211900.0,,,,-121.293267,37.966315
Lawrence & Company College of Cosmetology,Hanford,CA,4212000.0,,,,-119.637371,36.33339
Kaizen Beauty Academy,Pembroke Pines,FL,4213200.0,,,,-80.255473,26.01028
Southern Texas Careers Academy,McAllen,TX,4213300.0,,,,-98.207283,26.238609
Sharp Edgez Barber Institute,Rochester,NY,4213500.0,,,,-77.637278,43.200074
The Salon Professional Academy-Nashville,Nashville,TN,4213800.0,,,,-86.667242,36.170543
Prestige Health & Beauty Sciences Academy,North Miami Beach,FL,4214500.0,,,,-80.132918,25.931398
California Career Institute,Anaheim,CA,4215100.0,,,,-117.887923,33.816691
Grace School of Theology,Conroe,TX,4215400.0,,,,-95.472493,30.205731
Yeshiva Gedolah Kesser Torah,Monsey,NY,4215900.0,0.3962,,19300.0,-74.068553,41.124819
Universal Training Institute,Perth Amboy,NJ,4216000.0,,,,-74.269901,40.51034
Yeshiva Yesodei Hatorah,Lakewood,NJ,4216100.0,0.5667,,18800.0,-74.202016,40.065908
Center for the Healing Arts,Voorhees,NJ,4216500.0,,,,-75.0,39.851623
Bonnie Joseph Academy of Cosmetology & Barbering,Heber City,UT,4216800.0,,,,-111.413846,40.505437
Healthcare Training Institute,Kenner,LA,4217000.0,,,,-90.246136,29.973648
J D Academy of Salon and Spa,Danville,CA,4217500.0,,,,-121.995828,37.818164
Boca Beauty Academy,Boca Raton,FL,4217800.0,,,,-80.167216,26.366888
Paul Mitchell the School-Jersey Shore,Brick,NJ,4218200.0,,,,-74.143713,40.062647
City Pointe Beauty Academy,Webb City,MO,4218400.0,,,,-94.473433,37.140007
The Chrysm Institute of Esthetics,Virginia Beach,VA,4220400.0,,,,-76.13732,36.84521
Sanford Burnham Prebys Medical Discovery Institute,La Jolla,CA,4220600.0,,,,-117.241748,32.900056
Belle Academy of Cosmetology LLC,Waterbury,CT,4224200.0,,,,-73.055819,41.59749
Empire Beauty School-Augusta,Augusta,GA,1054202.0,,,,-82.066289,33.516811
South University-High Point,High Point,NC,1303923.0,,,,-79.963547,36.040441
Empire Beauty School-Vernon Hills,Vernon Hills,IL,2079405.0,,,,-87.958698,42.241767
Empire Beauty School-Stone Park,Stone Park,IL,2079406.0,,,,-87.871263,41.907282
San Joaquin Valley College-Lancaster,Lancaster,CA,2120711.0,,,,-118.148431,34.648563
Empire Beauty School-Rochester,Rochester,NY,2173202.0,,,,-77.726297,43.216013
Ross Medical Education Center-Kokomo,Kokomo,IN,2246304.0,,,,-86.129996,40.444807
Ross Medical Education Center-Erlanger,Erlanger,KY,2339705.0,,,,-84.615734,39.030899
Ross Medical Education Center-Charleston,Charleston,WV,2533604.0,,,,-81.567573,38.310312
InterCoast Colleges-Fairfield,Fairfield,CA,2559410.0,,,,-122.147995,38.212134
Southern Careers Institute-San Antonio,San Antonio,TX,3035308.0,,,,-98.627397,29.4585
Milan Institute-Merced,Merced,CA,3422308.0,,,,-120.481067,37.322518
Midwest Technical Institute-Missouri,Springfield,MO,3368305.0,,,,-93.256356,37.147663
Augusta University,Augusta,GA,157900.0,0.8288,1121.0,20115.0,-81.989071,33.47037
Middle Georgia State University,Macon,GA,158100.0,0.9932,,15822.0,-83.732058,32.808092
Trenz Beauty Academy,Calumet City,IL,4224500.0,,,,-87.529507,41.615676
Paul Mitchell the School-Denver,Lakewood,CO,4221400.0,,,,-105.077283,39.70898
Academy of Interactive Entertainment,Seattle,WA,4223600.0,0.9167,,32880.0,-122.351158,47.621224
Arrojo Cosmetology School,New York,NY,4223100.0,,,,-74.005007,40.72765
Cosmetology Academy of Texarkana,Texarkana,TX,4224100.0,,,,-94.132583,33.457096
Veritas Baptist College,Greendale,IN,3862600.0,0.6757,,11238.0,-84.82617,39.145234
Lynnes Welding Training,Fargo,ND,4223500.0,,,,-96.823617,46.879868
Aviation Institute of Maintenance-Las Vegas,Las Vegas,NV,3523301.0,,,27606.0,-115.118122,36.083117
UEI College-Bakersfield,Bakersfield,CA,3113301.0,,,,-119.049925,35.381617
National American University-Georgetown,Georgetown,TX,405729.0,,,,-97.693185,30.629212
DeVry College of New York,New York,NY,1072795.0,0.44,,37829.0,-73.983492,40.747747
DeVry University-Arizona,Phoenix,AZ,1072702.0,0.44,,35510.0,-112.104601,33.565758
DeVry University-California,Ontario,CA,1072706.0,0.44,,35697.0,-117.5876,34.068481
DeVry University-Colorado,Westminster,CO,1072709.0,0.44,,39364.0,-105.008901,39.91934
DeVry University-Florida,Miramar,FL,1072712.0,0.44,,37295.0,-80.339842,25.987643
DeVry University-Georgia,Decatur,GA,1072714.0,0.44,,34215.0,-84.297316,33.775112
DeVry University-Illinois,Naperville,IL,1072700.0,0.44,,35603.0,-87.69146,41.94219
DeVry University-Indiana,Merrillville,IN,1072733.0,0.44,,24764.0,-87.326866,41.464405
DeVry University-Missouri,Kansas City,MO,1072717.0,0.44,,37012.0,-94.575014,38.939506
DeVry University-Nevada,Henderson,NV,1072755.0,0.44,,34274.0,-115.096601,36.020266
DeVry University-New Jersey,Iselin,NJ,1072718.0,0.44,,29978.0,-74.311372,40.557503
DeVry University-North Carolina,Charlotte,NC,1072751.0,0.44,,,-80.931971,35.13766
DeVry University-Ohio,Columbus,OH,1072720.0,0.44,,34949.0,-82.906219,40.046679
DeVry University-Pennsylvania,Ft. Washington,PA,1072722.0,0.44,,34602.0,-75.183609,40.135214
DeVry University-Tennessee,Nashville,TN,1072784.0,0.44,,37460.0,-86.694511,36.08537
DeVry University-Texas,Irving,TX,1072724.0,0.44,,33151.0,-97.012494,32.934524
DeVry University-Virginia,Arlington,VA,1072725.0,0.44,,32209.0,-77.049759,38.861096
University of North Georgia,Dahlonega,GA,158500.0,0.8145,1097.0,16816.0,-83.985694,34.530219
South Georgia State College,Douglas,GA,159200.0,,,15645.0,-82.855231,31.495903
Northeastern University Professional Programs,Boston,MA,219900.0,0.2048,1492.0,,-71.088782,42.339992
Florida Polytechnic University,Lakeland,FL,4263400.0,0.5844,1314.0,21119.0,-81.845995,28.150149
American Institute-Toms River,Toms River,NJ,2106605.0,,,,-74.220894,40.044556
The Healthcare Institute,San Antonio,TX,4222600.0,,,,-98.523081,29.46192
Alamo City Barber College,San Antonio,TX,4231900.0,,,,-98.639532,29.52717
Arizona College-Mesa,Mesa,AZ,3115001.0,0.9293,,26602.0,-111.873428,33.418374
American College of Healthcare and Technology,Huntington Park,CA,3144402.0,,,,-118.224752,33.98271
Antioch College,Yellow Springs,OH,4244300.0,0.8457,1165.0,50383.0,-83.888077,39.799806
Texas A&M University-Central Texas,Killeen,TX,4229500.0,0.9245,,11669.0,-97.775182,31.053407
Central Georgia Technical College,Warner Robins,GA,576300.0,,,9069.0,-83.66765,32.545341
Barber School of Pittsburgh,Pittsburgh,PA,4224600.0,,,,-80.03416,40.441863
Innovate Salon Academy,South Plainfield,NJ,4218500.0,,,,-74.426739,40.550944
Arizona State University Digital Immersion,Scottsdale,AZ,108159.0,0.8688,1207.0,,-111.923861,33.463786
Louisiana Delta Community College,Monroe,LA,4130100.0,,,14518.0,-92.032664,32.49637
Learnet Academy Inc,Los Angeles,CA,,0.5714,,,-118.293165,34.063934
The Fab School,Rancho Cucamonga,CA,4222200.0,,,,-117.555168,34.079866
Networks Barber College,Calumet City,IL,4224400.0,,,,-87.539813,41.621587
JB's Hair Design and Barber College,Oklahoma City,OK,4224700.0,,,,-97.52838,35.405519
Paul Mitchell the School-Lombard,Lombard,IL,3490302.0,,,,-88.008159,41.839535
Paul Mitchell the School-Greenville,Greenville,SC,1179903.0,,,,-82.288377,34.824899
Barber and Beauty Academy of Pennsylvania,Harrisburg,PA,4226300.0,,,,-76.825509,40.27505
Delta College of Arts & Technology-Lafayette Campus,Lafayette,LA,2538301.0,,,,-92.041847,30.158184
Delta College-Slidell Campus,Slidell,LA,3332601.0,,,,-89.78043,30.286052
Integrity College of Health,Pasadena,CA,4181600.0,,,,-118.131722,34.171252
Electrical and HVAC/R Training Center,Copiague,NY,4223800.0,,,,-73.404943,40.680471
Alexander Paul Institute of Hair Design,Greenville,NC,4219100.0,,,,-77.371696,35.604962
California Technical Academy,Riverside,CA,4221900.0,,,,-117.339245,34.002717
More Tech Institute,Hialeah,FL,4220200.0,,,,-80.30405,25.8659
Dorsey College-Dearborn,Detroit,MI,469210.0,,,33599.0,-83.219356,42.330658
Neecee's Barber College,Abilene,TX,4231200.0,,,,-99.745008,32.400984
Bella Cosmetology and Barber College,Greenville,TX,4235900.0,,,,-96.107802,33.119725
Franklin Hair Academy School of Cosmetology,Franklin,TN,4203600.0,,,,-86.880233,35.932691
Ana G. Mendez University,Orlando,FL,4240400.0,,,19627.0,-66.061339,18.388698
Ohio Institute of Allied Health,Huber Heights,OH,3583300.0,,,29032.0,-84.14076,39.84549
Access Careers,Hempstead,NY,4213400.0,,,,-73.61531,40.709502
Luckes Beauty Academy LLC,Newport  News,VA,4214700.0,,,,-76.457022,37.08367
Total Transformation Institute of Cosmetology,San Marcos,TX,4215000.0,,,,-97.920002,29.882696
Vibe Barber College,Memphis,TN,4215200.0,,,,-90.036149,35.165189
Champ's Barber School,Lancaster,PA,4215500.0,,,,-76.307594,40.037616
IGlobal University,Vienna,VA,4219000.0,,,23102.0,-77.227315,38.915226
East-West Healing Arts Institute,Madison,WI,4219300.0,,,,-89.491041,43.056
Standard Healthcare Services-College of Nursing,Falls Church,VA,4221000.0,0.5067,,,-77.210082,38.908263
Philadelphia Technician Training,Philadelphia,PA,4221300.0,,,,-75.157038,40.068722
Grace International Beauty School,Flushing,NY,4223200.0,,,,-73.828461,40.75904
Alliance Computing Solutions,Flushing,NY,4223300.0,,,,-73.831481,40.76156
InterAmerican Technical Institute,Miami,FL,4223400.0,,,,-80.350943,25.760656
Bay Area Medical Academy,San Francisco,CA,4223700.0,,,,-122.406318,37.790775
Mind Body Institute,Madison,TN,4223900.0,,,,-86.706249,36.29177
Parisian Spa Institute,Jacksonville,FL,4225000.0,,,,-81.677501,30.31314
Creative Touch Cosmetology School,Waterloo,IL,4225300.0,,,,-90.146194,38.335231
LaBarberia Institute of Hair,Mayfield Hts,OH,4225700.0,,,,-81.450649,41.5161
Setting the Standard Barbering and Natural Hair Academy,Shreveport,LA,4225900.0,,,,-93.797551,32.4843
Bos-Man's Barber College,Shreveport,LA,4226000.0,,,,-93.782849,32.442955
Lawrence & Company College of Cosmetology,Selma,CA,4226100.0,,,,-119.611752,36.570318
Alabama College of Osteopathic Medicine,Dothan,AL,4226700.0,,,,-85.340805,31.206294
High Desert Medical College,Lancaster,CA,4228100.0,,,,-118.144328,34.67613
Paul Mitchell the School-Schenectady,Schenectady,NY,4228300.0,,,,-73.941968,42.813241
Beyond Measure Barbering Institute,Mebane,NC,4228400.0,,,,-79.276539,36.098405
McDougle Technical  Institute,Pompano Beach,FL,4228900.0,,,,-80.101821,26.25646
Barber Institute of Texas,Longview,TX,4229000.0,,,,-94.732635,32.46297
Jupiter Beauty Academy,Boston,MA,4229200.0,,,,-71.057468,42.305343
MedQuest College,Louisville,KY,4229300.0,,,,-85.560651,38.224517
First Coast Barber Academy,Jacksonville,FL,4229700.0,,,,-81.660201,30.33211
Debutantes School of Cosmetology and Nail Technology,Dekalb,IL,4229900.0,,,,-88.751471,41.93057
Paul Mitchell The School-Farmington Hills,Farmington Hills,MI,4230200.0,,,,-83.357682,42.498205
Paul Mitchell the School-Merrillville,Merrillville,IN,4230300.0,,,,-87.336518,41.47368
Ricci's Toni & Guy Hairdressing Academy/TIGI Creative School,Newtown,CT,4230900.0,,,,-73.290525,41.392938
Yahweh Beauty Academy,Killeen,TX,4231300.0,,,,-97.700269,31.112893
Arizona School of Integrative Studies,Tucson,AZ,4233100.0,,,,-110.969111,32.23013
Lee Professional Institute,Fort Myers,FL,4233400.0,,,,-81.851331,26.60411
Park Place Premier Barber School,New Orleans,LA,4234600.0,,,,-90.061019,29.997288
The Salon Professional Academy-San Jose,San Jose,CA,4237100.0,,,,-121.989475,37.292025
Tri-Community Adult Education,Covina,CA,3650300.0,,,,-117.887096,34.104391
Jolie Health and Beauty Academy-Turnersville,Turnersville,NJ,2289701.0,,,,-75.044514,39.753827
Ross Medical Education Center-Owensboro,Owensboro,KY,2180110.0,,,,-87.119243,37.72084
Ross Medical Education Center-Evansville,Evansville,IN,2246305.0,,,,-87.490569,37.978574
Ross Medical Education Center-Johnson City,Johnson City,TN,2246306.0,,,,-82.383171,36.35971
North-West College-Anaheim,Anaheim,CA,1287202.0,,,,-117.959766,33.839313
North-West College-Long Beach,Long Beach,CA,1287203.0,,,,-118.14854,33.801894
Taylor Andrews Academy of Hair Design-Provo,Provo,UT,4173201.0,,,,-111.669298,40.261578
University of Florida-Online,Gainesville,FL,153500.0,0.3199,1381.0,17148.0,-82.339848,29.649413
Ogle School Hair Skin Nails-Stafford,Stafford,TX,2230601.0,,,,-95.588371,29.63502
University of Phoenix-Arizona,Phoenix,AZ,2098800.0,,,18562.0,-112.012761,33.41128
University of Phoenix-California,Ontario,CA,32098800.0,,,18184.0,-117.58377,34.065748
University of Phoenix-Florida,Miramar,FL,32098825.0,,,,-81.419552,28.445605
University of Phoenix-Georgia,Atlanta,GA,82098876.0,,,,-84.35887,33.928881
University of Phoenix-Nevada,Las Vegas,NV,82098816.0,,,,-115.322506,36.12164
University of Phoenix-Texas,Houston,TX,42098871.0,,,16367.0,-95.585258,29.7837
Tint School of Makeup & Cosmetology-Seattle,Seattle,WA,1293200.0,,,,-122.343804,47.612248
CEM College-Mayaguez,Mayaguez,PR,2189106.0,,,13883.0,-67.146379,18.199097
University of West Los Angeles,Inglewood,CA,2052300.0,,,,-118.36957,33.947341
Rabbinical College Ohr Yisroel,Brooklyn,NY,4230100.0,,,14850.0,-73.896524,40.629707
Aveda Institute-Phoenix,Tempe,AZ,4194501.0,0.4397,,,-111.968721,33.338893
University of North Texas at Dallas,Dallas,TX,4242100.0,0.9299,956.0,18930.0,-96.803446,32.659588
Dermal Science International Aesthetics and Nail Academy,Reston,VA,4238700.0,,,,-77.336748,38.949679
BridgeValley Community & Technical College,South  Charleston,WV,4038600.0,,,12130.0,-81.6983,38.353846
Northwest College-Medford,Medford,OR,2101005.0,,,,-122.852524,42.369051
Houston Training Schools-Gessner,Houston,TX,2527505.0,,,,-95.540324,29.72401
Empire Beauty School-Buffalo,Cheektowaga,NY,817812.0,,,,-78.755118,42.908206
Paul Mitchell the School-Toledo,Sylvania,OH,4149101.0,,,,-83.668124,41.706636
Georgia Military College,Milledgeville,GA,157100.0,,,14286.0,-83.224211,33.07944
SAE Institute of Technology-Chicago,Chicago,IL,3830301.0,,,,-87.637674,41.897213
Beau Monde Academy of Barbering and Cosmetology,Portland,OR,2154400.0,,,,-122.65456,45.531839
Fountain of Youth Academy of Cosmetology,Bellevue,PA,4236800.0,,,,-80.033069,40.695116
California College San Diego,San Diego,CA,2110800.0,,,30080.0,-117.166966,32.835221
West Coast University-Miami,Doral,FL,3698308.0,,,34417.0,-80.347651,25.81071
All Beauty College,Kingman,AZ,4174201.0,,,,-114.027481,35.239812
Aparicio-Levy Technical College,Tampa,FL,4194200.0,,,,-82.332285,27.990625
The Vocational Nursing Institute Inc,Houston,TX,4239700.0,1.0,,,-95.587085,29.903883
Hollywood Institute of Beauty Careers-West Palm Beach,West Palm Beach,FL,4162502.0,,,,-80.057435,26.649613
Hollywood Institute of Beauty Careers-Casselberry,Casselberry,FL,4162503.0,,,,-81.321511,28.633003
Empire Beauty School-Cheltenham,Wyncote,PA,1054214.0,,,,-75.16864,40.082265
High Tech High Graduate School of Education,San Diego,CA,4217400.0,,,,-117.217661,32.732001
Coachella Valley Beauty College-Hemet,Hemet,CA,4115301.0,,,,-117.010783,33.745675
Coastal Pines Technical College,Waycross,GA,551100.0,,,9422.0,-82.3821,31.212781
Studio Beauty School,Spokane Valley,WA,4231000.0,,,,-117.270239,47.657655
Latin Beauty Academy,greenacres,FL,4242000.0,,,,-80.143681,26.64951
Associated Barber College of San Diego,San Diego,CA,4242500.0,,,,-117.159908,32.719318
ABCO Technology,Inglewood,CA,4242600.0,,,,-118.369774,33.932121
Lionel University,Carpinteria,CA,4243400.0,,,21900.0,-119.486417,34.38768
University of Texas Health Science Center at Tyler,Tyler,TX,4243900.0,,,,-95.213526,32.425963
California Intercontinental University,Irvine,CA,4244000.0,,,,-117.850961,33.696413
Infinity College,Lafayette,LA,4245400.0,,,,-92.007925,30.212802
Universal Healthcare Careers College,Los Angeles,CA,4245500.0,,,,-118.274771,34.0499
MKG Beauty & Business,Cranston,RI,4246000.0,,,,-71.472161,41.78608
New Beginnings Beauty Academy,Pine Bluff,AR,4247600.0,,,,-92.019193,34.203735
Dolce The Academy,Waterbury,CT,4249800.0,,,,-72.991263,41.540983
American College of the Building Arts,Charleston,SC,4283000.0,0.6471,1139.0,37384.0,-79.946888,32.805094
River Valley School of Massage,Russellville,AR,4241900.0,,,,-93.110811,35.28311
Atlantis University,Miami,FL,4233900.0,,,24942.0,-80.18942,25.788978
Westchester School for Medical & Dental Assistants,Ardsley,NY,4225500.0,,,,-73.823556,41.057111
K & G 5 Star Barber College,League City,TX,4236900.0,,,,-95.088354,29.443105
Studio Incamminati,Philadelphia,PA,4232000.0,,,34357.0,-75.160105,39.925181
Salon Boutique Academy,Addison,TX,4249300.0,,,,-96.841676,32.954908
Antioch University Online,Yellow Springs,OH,,0.5714,,,-83.908684,39.80321
GA Beauty & Barber School,McAllen,TX,4275600.0,,,,-98.257166,26.237585
The Recording Conservatory of Austin,Austin,TX,4248000.0,,,,-97.831161,30.360236
VH Barber & Styling Academy,Bossier City,LA,4248900.0,,,,-93.717542,32.517057
Bet Medrash Gadol Ateret Torah,Brooklyn,NY,4227200.0,0.6923,,16648.0,-73.969945,40.607809
Yeshiva Ohr Yisrael,Brooklyn,NY,4207400.0,0.875,,13700.0,-73.944041,40.61359
Yeshiva Sholom Shachna,Brooklyn,NY,4231500.0,1.0,,20232.0,-73.973431,40.6275
Bethlehem College & Seminary,Minneapolis,MN,,0.5714,,,-93.255399,44.968872
Elmezzi Graduate School of Molecular Medicine,Manhasset,NY,4117000.0,,,,-73.702257,40.775582
Professional Academy of Cosmetology,Norristown,PA,4124600.0,,,,-75.332974,40.114113
Theatre of Arts,Hollywood,CA,4158800.0,,,36702.0,-118.338144,34.0984
Westchester College of Nursing & Allied Health,Los Angeles,CA,4192500.0,,,,-118.396511,33.95487
Treasure Coast Technical College,Vero Beach,FL,4194000.0,,,,-80.413849,27.678049
American College of Barbering,Louisville,KY,4204800.0,,,,-85.670147,38.084678
Beth Medrash Meor Yitzchok,Monsey,NY,4210400.0,0.7375,,20950.0,-74.060843,41.100906
Mingo Extended Learning Center,Delbarton,WV,4212400.0,0.5556,,,-82.176972,37.677016
San Ignacio University,Doral,FL,4216900.0,,,15520.0,-80.365552,25.812652
ZMS The Academy,Los Angeles,CA,4221700.0,,,,-118.209424,34.047305
Valor Christian College,Canal Winchester,OH,4224300.0,,,18967.0,-82.829696,39.891571
